Gene1	Gene2	All Pairs MedianIC With Homology	All Pairs MedianIC Without Homology	 All Pairs MedianSimJ With Homology	 All Pairs MedianSimJ Without Homology 	 Best Pairs MedianIC With Homology	 Best Pairs MedianIC Without Homology	 Best Pairs MedianSimJ With Homology	 Best Pairs MedianSimJ Without Homology
MGI:1917565	NCBI_gene:55869	0.03	0.02	0.175	0.170731707317	0.16	0.16	0.427966101695	0.442307692308
MGI:1917488	NCBI_gene:165918	0.03	0.02	0.150943396226	0.142857142857	0.13	0.11	0.525619369369	0.483974358974
MGI:1917057	NCBI_gene:22954	0.03	0.02	0.197368421053	0.193548387097	0.15	0.15	0.652479152581	0.661458333333
MGI:1916172	NCBI_gene:27019	0.03	0.02	0.206349206349	0.192307692308	0.22	0.22	0.8	0.795454545455
MGI:1915917	NCBI_gene:54795	0.03	0.03	0.169230769231	0.156862745098	0.095	0.095	0.246657754011	0.217592592593
MGI:1915678	NCBI_gene:55240	0.03	0.02	0.125	0.146341463415	0.195	0.195	0.638475462591	0.619791666667
MGI:1915674	NCBI_gene:1123	0.03	0.02	0.205479452055	0.2	0.14	0.13	0.461290322581	0.444444444444
MGI:1915549	NCBI_gene:55275	0.03	0.02	0.208333333333	0.185185185185	0.09	0.09	0.422473867596	0.372549019608
MGI:1915509	NCBI_gene:57560	0.03	0.02	0.204462508295	0.208333333333	0.19	0.19	0.607789142408	0.617142857143
MGI:1915396	NCBI_gene:200894	0.03	0.02	0.157178660938	0.130032206119	0.125	0.125	0.27855260268	0.254002256144
MGI:1915336	NCBI_gene:158866	0.03	0.03	0.165289256198	0.147540983607	0.1275	0.12	0.318748594242	0.279794520548
MGI:1914853	NCBI_gene:1848	0.03	0.02	0.205479452055	0.193548387097	0.135	0.135	0.464114832536	0.460606060606
MGI:1914549	NCBI_gene:85440	0.03	0.02	0.259259259259	0.238095238095	0.13	0.13	0.468963831867	0.450487012987
MGI:1914533	NCBI_gene:60386	0.03	0.02	0.175	0.153846153846	0.185	0.185	0.447863247863	0.403716216216
MGI:1914481	NCBI_gene:128637	0.03	0.03	0.192857142857	0.178571428571	0.225	0.225	0.493903638151	0.475328947368
MGI:1914280	NCBI_gene:55120	0.03	0.02	0.186991869919	0.179487179487	0.185	0.185	0.420978483607	0.397058823529
MGI:1914186	NCBI_gene:444	0.03	0.02	0.190476190476	0.184210526316	0.125	0.125	0.348366112791	0.327122153209
MGI:1913976	NCBI_gene:25836	0.03	0.03	0.205479452055	0.2	0.21	0.21	0.712649843949	0.730406746032
MGI:1891836	NCBI_gene:8195	0.03	0.02	0.189189189189	0.1875	0.18	0.16	0.482919254658	0.481767180926
MGI:1891731	NCBI_gene:10273	0.03	0.02	0.161290322581	0.16	0.16	0.13	0.457184325109	0.432748538012
MGI:1891414	NCBI_gene:95681	0.03	0.02	0.228571428571	0.217391304348	0.1925	0.18	0.646488294314	0.635087719298
MGI:1891295	NCBI_gene:89910	0.03	0.02	0.205479452055	0.2	0.155	0.155	0.577403784682	0.561452762923
MGI:1891247	NCBI_gene:9381	0.03	0.02	0.125300171527	0.109375	0.13	0.125	0.364285714286	0.291666666667
MGI:1891158	NCBI_gene:9095	0.03	0.03	0.103773584906	0.1	0.32	0.32	0.639072418707	0.588593576966
MGI:1891124	NCBI_gene:10008	0.03	0.03	0.182926829268	0.166666666667	0.195	0.1925	0.706195014663	0.682291666667
MGI:1891037	NCBI_gene:4552	0.03	0.03	0.0724374495561	0.0629154795821	0.22	0.22	0.675	0.65625
MGI:1890646	NCBI_gene:284086	0.03	0.02	0.198113207547	0.208333333333	0.22	0.21	0.660236553084	0.655773420479
MGI:1890508	NCBI_gene:10269	0.03	0.02	0.198113207547	0.192307692308	0.22	0.22	0.684093146681	0.684059343434
MGI:1890498	NCBI_gene:57192	0.03	0.03	0.206896551724	0.2	0.18	0.18	0.638361638362	0.613333333333
MGI:1890475	NCBI_gene:50615	0.03	0.02	0.131736526946	0.123076923077	0.14	0.14	0.261584249084	0.287611234705
MGI:1890149	NCBI_gene:7170	0.03	0.02	0.341463414634	0.333333333333	0.115	0.115	0.678571428571	0.692307692308
MGI:1890110	NCBI_gene:6092	0.03	0.03	0.0736889692586	0.1	0.215	0.215	0.22907199317	0.254901960784
MGI:1889844	NCBI_gene:285362	0.03	0.02	0.182861264097	0.173913043478	0.17	0.17	0.584415584416	0.569565217391
MGI:1861379	NCBI_gene:9622	0.03	0.02	0.177670311186	0.156402737048	0.135	0.13	0.541935483871	0.510606060606
MGI:1859665	NCBI_gene:5205	0.03	0.02	0.127756727873	0.107692307692	0.155	0.155	0.36502561714	0.423551553269
MGI:1859325	NCBI_gene:26525	0.03	0.02	0.23354978355	0.218070652174	0.18	0.18	0.758333333333	0.795138888889
MGI:1859152	NCBI_gene:8398	0.03	0.03	0.230769230769	0.208333333333	0.175	0.175	0.748405103668	0.709486166008
MGI:1859086	NCBI_gene:10265	0.03	0.02	0.185185185185	0.186046511628	0.14	0.13	0.436656282451	0.474264705882
MGI:1858496	NCBI_gene:10522	0.03	0.02	0.177218344965	0.171428571429	0.14	0.125	0.46600719964	0.425892857143
MGI:1355303	NCBI_gene:2588	0.03	0.02	0.178268765133	0.166666666667	0.225	0.225	0.445616883117	0.417948717949
MGI:1354956	NCBI_gene:7036	0.03	0.03	0.103448275862	0.107142857143	0.25	0.245	0.333561175666	0.347877358491
MGI:1354951	NCBI_gene:10020	0.03	0.02	0.164835164835	0.161290322581	0.145	0.135	0.341979010495	0.330172413793
MGI:1354723	NCBI_gene:10908	0.03	0.02	0.170454545455	0.157894736842	0.175	0.17	0.414189189189	0.402716823406
MGI:1354721	NCBI_gene:10165	0.03	0.03	0.126436781609	0.127659574468	0.2	0.2	0.538847117794	0.492307692308
MGI:1354710	NCBI_gene:51761	0.03	0.03	0.223880597015	0.206896551724	0.155	0.155	0.604437471986	0.565625
MGI:1354168	NCBI_gene:7274	0.03	0.03	0.191489361702	0.178571428571	0.175	0.175	0.642815163091	0.605263157895
MGI:1353609	NCBI_gene:10472	0.03	0.02	0.176470588235	0.161290322581	0.12	0.12	0.503442340792	0.461027857232
MGI:1351659	NCBI_gene:64240	0.03	0.02	0.131386861314	0.147058823529	0.2275	0.2275	0.619742990654	0.613959346449
MGI:1351641	NCBI_gene:4669	0.03	0.02	0.189873417722	0.179487179487	0.1525	0.1425	0.411560457516	0.402046482929
MGI:1351619	NCBI_gene:8647	0.03	0.02	0.0645161290323	0.0714285714286	0.2	0.2	0.553503085214	0.529391891892
MGI:1351500	NCBI_gene:23636	0.03	0.02	0.234375	0.2	0.06	0.055	0.407510080645	0.35
MGI:1351471	NCBI_gene:27077	0.03	0.02	0.191489361702	0.1875	0.205	0.1925	0.71897319932	0.688206543615
MGI:1351338	NCBI_gene:2911	0.03	0.03	0.219512195122	0.205882352941	0.15	0.15	0.585020242915	0.571428571429
MGI:1349428	NCBI_gene:668	0.03	0.02	0.2	0.181818181818	0.2325	0.2325	0.771146681032	0.724488549085
MGI:1347347	NCBI_gene:10999	0.03	0.02	0.283018867925	0.277777777778	0.155	0.155	0.55943738657	0.511904761905
MGI:1347048	NCBI_gene:1186	0.03	0.02	0.185185185185	0.179487179487	0.19	0.19	0.616044807905	0.602564102564
MGI:1347008	NCBI_gene:8985	0.03	0.02	0.178433001107	0.172144396552	0.185	0.165	0.404752281617	0.386996904025
MGI:1347001	NCBI_gene:686	0.03	0.02	0.269230769231	0.25	0.135	0.135	0.74	0.733333333333
MGI:1346866	NCBI_gene:5604	0.03	0.02	0.1875	0.170731707317	0.1425	0.1425	0.358418367347	0.320707070707
MGI:1346833	NCBI_gene:2516	0.03	0.02	0.203539823009	0.19512195122	0.22	0.215	0.673426573427	0.61553030303
MGI:1346525	NCBI_gene:6444	0.03	0.025	0.220867208672	0.21875	0.155	0.135	0.6875	0.730303030303
MGI:1346500	NCBI_gene:3476	0.03	0.02	0.15625	0.145161290323	0.155	0.155	0.251045856798	0.2375
MGI:1346344	NCBI_gene:8431	0.03	0.03	0.117021276596	0.0952380952381	0.09	0.09	0.572211779449	0.573581560284
MGI:1346091	NCBI_gene:10516	0.03	0.02	0.192307692308	0.205505279035	0.215	0.205	0.578431372549	0.52843551797
MGI:1345961	NCBI_gene:11151	0.03	0.03	0.194805194805	0.181818181818	0.18	0.18	0.661122322945	0.639781746032
