Gene1	Gene2	All Pairs MedianIC With Homology	All Pairs MedianIC Without Homology	 All Pairs MedianSimJ With Homology	 All Pairs MedianSimJ Without Homology 	 Best Pairs MedianIC With Homology	 Best Pairs MedianIC Without Homology	 Best Pairs MedianSimJ With Homology	 Best Pairs MedianSimJ Without Homology
ZFIN:ZDB-GENE-070117-2486	NCBI_gene:1409	0.08	0.08	0.295833333333	0.28	0.125	0.125	0.449493243243	0.420424403183
ZFIN:ZDB-GENE-070117-2486	NCBI_gene:10002	0.08	0.08	0.28	0.272727272727	0.1125	0.1125	0.460447379197	0.43799734748
ZFIN:ZDB-GENE-070117-2250	NCBI_gene:23189	0.08	0.08	0.352941176471	0.333333333333	0.08	0.08	0.613810741688	0.564102564103
ZFIN:ZDB-GENE-070117-2230	NCBI_gene:583	0.08	0.08	0.223140495868	0.21875	0.1125	0.1125	0.428571428571	0.389912280702
ZFIN:ZDB-GENE-070117-2090	NCBI_gene:10167	0.08	0.08	0.260869565217	0.3	0.08	0.08	0.321428571429	0.427272727273
ZFIN:ZDB-GENE-070117-1443	NCBI_gene:406960	0.08	0.08	0.186666666667	0.25	0.15	0.15	0.215284552846	0.28125
ZFIN:ZDB-GENE-070117-1443	NCBI_gene:3035	0.08	0.08	0.171428571429	0.222222222222	0.15	0.15	0.207665505226	0.267361111111
ZFIN:ZDB-GENE-070117-1432	NCBI_gene:768206	0.08	0.08	0.245901639344	0.227272727273	0.165	0.165	0.397950819672	0.409090909091
ZFIN:ZDB-GENE-070117-1432	NCBI_gene:10847	0.08	0.08	0.238095238095	0.238095238095	0.155	0.15	0.29815209666	0.292124542125
ZFIN:ZDB-GENE-070117-1432	NCBI_gene:100151683	0.08	0.08	0.234375	0.235294117647	0.22	0.22	0.389914772727	0.417647058824
ZFIN:ZDB-GENE-070117-1428	NCBI_gene:768206	0.08	0.08	0.245901639344	0.227272727273	0.165	0.165	0.397950819672	0.409090909091
ZFIN:ZDB-GENE-070117-1428	NCBI_gene:6899	0.08	0.08	0.236842105263	0.235294117647	0.155	0.15	0.391148325359	0.417647058824
ZFIN:ZDB-GENE-070117-1428	NCBI_gene:1409	0.08	0.08	0.271739130435	0.272727272727	0.155	0.15	0.297159887798	0.295454545455
ZFIN:ZDB-GENE-070117-1428	NCBI_gene:10758	0.08	0.04	0.253012048193	0.25	0.22	0.2	0.399233296824	0.425
ZFIN:ZDB-GENE-070117-1273	NCBI_gene:6899	0.08	0.08	0.203464826759	0.181818181818	0.12	0.12	0.484448462762	0.450284090909
ZFIN:ZDB-GENE-070117-124	NCBI_gene:406960	0.08	0.08	0.246753246753	0.230769230769	0.12	0.12	0.445903361345	0.410557184751
ZFIN:ZDB-GENE-070117-124	NCBI_gene:137814	0.08	0.08	0.22984244671	0.23128342246	0.135	0.135	0.323015873016	0.324835526316
ZFIN:ZDB-GENE-061116-1	NCBI_gene:406960	0.08	0.08	0.205607476636	0.2	0.08	0.08	0.241702621971	0.237212276215
ZFIN:ZDB-GENE-061116-1	NCBI_gene:284058	0.08	0.08	0.212121212121	0.213525835866	0.19	0.19	0.404589371981	0.391414141414
ZFIN:ZDB-GENE-070117-334	NCBI_gene:57096	0.07	0.02	0.222222222222	0.25	0.11	0.11	0.393243243243	0.370769230769
ZFIN:ZDB-GENE-070117-1826	NCBI_gene:602	0.07	0.07	0.230263157895	0.232142857143	0.085	0.085	0.32689628483	0.319196428571
ZFIN:ZDB-GENE-070117-124	NCBI_gene:146227	0.065	0.06	0.21895149986	0.2	0.105	0.105	0.554465609287	0.487055311891
ZFIN:ZDB-GENE-070117-869	NCBI_gene:219844	0.06	0.04	0.268256929638	0.260869565217	0.1275	0.1175	0.563529411765	0.544817927171
ZFIN:ZDB-GENE-070117-385	NCBI_gene:7012	0.06	0.06	0.222222222222	0.25	0.13	0.11	0.306728947373	0.333754208754
ZFIN:ZDB-GENE-070117-385	NCBI_gene:5669	0.06	0.06	0.157964748919	0.184389140271	0.06	0.06	0.244403868263	0.249281609195
ZFIN:ZDB-GENE-070117-2230	NCBI_gene:6638	0.06	0.04	0.228209764919	0.21875	0.1125	0.1125	0.429220779221	0.389912280702
ZFIN:ZDB-GENE-070117-2090	NCBI_gene:28395	0.06	0.055	0.233333333333	0.235294117647	0.095	0.08	0.35466507177	0.366666666667
ZFIN:ZDB-GENE-070117-1852	NCBI_gene:268	0.06	0.06	0.215189873418	0.206896551724	0.085	0.085	0.23417721519	0.224137931034
ZFIN:ZDB-GENE-070117-1673	NCBI_gene:100151683	0.06	0.06	0.166666666667	0.146341463415	0.105	0.105	0.236394557823	0.198170731707
ZFIN:ZDB-GENE-070117-1029	NCBI_gene:1646	0.06	0.06	0.173076923077	0.142857142857	0.06	0.06	0.179561717352	0.148351648352
ZFIN:ZDB-GENE-070117-1029	NCBI_gene:1617	0.06	0.06	0.161538461538	0.131428571429	0.125	0.125	0.209241452991	0.177783251232
ZFIN:ZDB-GENE-070117-869	NCBI_gene:768206	0.055	0.05	0.283018867925	0.266666666667	0.0875	0.0875	0.416820965674	0.404924242424
ZFIN:ZDB-GENE-070117-1273	NCBI_gene:3753	0.055	0.055	0.224877130608	0.209285714286	0.0975	0.0975	0.335967977068	0.310525210084
ZFIN:ZDB-GENE-070117-1213	NCBI_gene:94	0.055	0.04	0.148514851485	0.131147540984	0.1325	0.125	0.300672520082	0.270119225037
ZFIN:ZDB-GENE-120229-1	NCBI_gene:143187	0.05	0.04	0.173416198877	0.15625	0.125	0.1225	0.277434423014	0.243612596554
ZFIN:ZDB-GENE-090416-5	NCBI_gene:57704	0.05	0.04	0.208898667645	0.190339275446	0.105	0.1	0.487165383205	0.454544637723
ZFIN:ZDB-GENE-090416-5	NCBI_gene:3119	0.05	0.04	0.226666666667	0.206896551724	0.105	0.1	0.496049382716	0.462823275862
ZFIN:ZDB-GENE-090416-5	NCBI_gene:100151683	0.05	0.04	0.197080291971	0.178571428571	0.105	0.1	0.455683003128	0.404100529101
ZFIN:ZDB-GENE-070117-64	NCBI_gene:10167	0.05	0.05	0.25469924812	0.294117647059	0.065	0.065	0.302297864226	0.360984848485
ZFIN:ZDB-GENE-070117-1852	NCBI_gene:23189	0.05	0.04	0.184210526316	0.178571428571	0.12	0.115	0.286549707602	0.274470899471
ZFIN:ZDB-GENE-070117-1826	NCBI_gene:83552	0.05	0.04	0.181818181818	0.170731707317	0.085	0.075	0.20202020202	0.194740853659
ZFIN:ZDB-GENE-070117-1826	NCBI_gene:6928	0.05	0.04	0.184210526316	0.176470588235	0.055	0.05	0.221318746304	0.20944741533
ZFIN:ZDB-GENE-070117-1812	NCBI_gene:84839	0.05	0.04	0.181818181818	0.170731707317	0.085	0.075	0.20202020202	0.185365853659
ZFIN:ZDB-GENE-070117-1812	NCBI_gene:6935	0.05	0.04	0.164556962025	0.171428571429	0.085	0.075	0.193389592124	0.192857142857
ZFIN:ZDB-GENE-070117-1794	NCBI_gene:4909	0.05	0.04	0.196078431373	0.189189189189	0.05	0.04	0.209150326797	0.194594594595
ZFIN:ZDB-GENE-070117-1794	NCBI_gene:28395	0.05	0.04	0.204081632653	0.205882352941	0.075	0.07	0.314540816327	0.306066176471
ZFIN:ZDB-GENE-070117-1673	NCBI_gene:6899	0.05	0.04	0.15	0.132075471698	0.14	0.135	0.338888888889	0.334330418776
ZFIN:ZDB-GENE-070117-1273	NCBI_gene:7012	0.05	0.04	0.204819277108	0.178571428571	0.105	0.1	0.459552495697	0.404100529101
ZFIN:ZDB-GENE-070117-1273	NCBI_gene:23189	0.05	0.04	0.25641025641	0.233333333333	0.095	0.09	0.291571464839	0.275203252033
ZFIN:ZDB-GENE-070117-1213	NCBI_gene:583	0.05	0.04	0.15	0.12962962963	0.1	0.095	0.212931034483	0.177059712774
ZFIN:ZDB-GENE-070117-1213	NCBI_gene:3043	0.05	0.04	0.155555555556	0.132075471698	0.13	0.125	0.304192872117	0.270583190395
ZFIN:ZDB-GENE-070117-1029	NCBI_gene:10847	0.05	0.04	0.148514851485	0.132075471698	0.1	0.095	0.212188460225	0.180621069182
ZFIN:ZDB-GENE-040801-41	NCBI_gene:143187	0.05	0.04	0.2	0.192307692308	0.11	0.11	0.289307128581	0.271825396825
ZFIN:ZDB-GENE-080317-3	NCBI_gene:3921	0.04	0.04	0.184659090909	0.176470588235	0.11	0.11	0.335781690187	0.343403271693
ZFIN:ZDB-GENE-070912-300	NCBI_gene:340061	0.04	0.04	0.184210526316	0.178571428571	0.075	0.065	0.281754692274	0.286290322581
ZFIN:ZDB-GENE-070117-463	NCBI_gene:6928	0.04	0.04	0.211764705882	0.192928039702	0.115	0.115	0.439071988271	0.383333333333
ZFIN:ZDB-GENE-070117-385	NCBI_gene:10758	0.04	0.04	0.206586270872	0.25	0.125	0.125	0.496284153005	0.540786108494
ZFIN:ZDB-GENE-070117-2486	NCBI_gene:162514	0.04	0.04	0.285714285714	0.285714285714	0.1075	0.1075	0.424069174069	0.429226918799
ZFIN:ZDB-GENE-070117-1826	NCBI_gene:3921	0.04	0.04	0.175572519084	0.166666666667	0.07	0.07	0.279275621244	0.259009009009
ZFIN:ZDB-GENE-070117-1826	NCBI_gene:340061	0.04	0.04	0.198595245446	0.2	0.145	0.145	0.311062328605	0.303125
ZFIN:ZDB-GENE-070117-1826	NCBI_gene:286887	0.04	0.04	0.157894736842	0.206896551724	0.08	0.075	0.186090225564	0.212823275862
ZFIN:ZDB-GENE-070117-1812	NCBI_gene:2483	0.04	0.03	0.181270536692	0.166666666667	0.17	0.165	0.381175808887	0.35119047619
ZFIN:ZDB-GENE-070117-1794	NCBI_gene:85301	0.04	0.03	0.185185185185	0.166666666667	0.05	0.045	0.204952143154	0.19623655914
ZFIN:ZDB-GENE-070117-1673	NCBI_gene:100288687	0.04	0.03	0.140186915888	0.117461568782	0.085	0.08	0.178201566052	0.151754040205
ZFIN:ZDB-GENE-070117-1213	NCBI_gene:286887	0.04	0.04	0.117647058824	0.142857142857	0.04	0.04	0.145979492715	0.149206349206
ZFIN:ZDB-GENE-070117-117	NCBI_gene:137814	0.04	0.02	0.172413793103	0.238095238095	0.1025	0.05	0.277056277056	0.307932263815
ZFIN:ZDB-GENE-051108-1	NCBI_gene:286887	0.04	0.04	0.185185185185	0.206896551724	0.0875	0.0875	0.351270678943	0.378008192524
ZFIN:ZDB-GENE-090929-154	NCBI_gene:4909	0.035	0.03	0.260012515645	0.24154589372	0.065	0.065	0.275594493116	0.26245210728
ZFIN:ZDB-GENE-121128-4	NCBI_gene:6638	0.03	0.02	0.188284518828	0.2	0.14	0.135	0.411206896552	0.430944055944
ZFIN:ZDB-GENE-090416-5	NCBI_gene:7503	0.03	0.02	0.192307692308	0.166666666667	0.03	0.02	0.199602122016	0.174242424242
ZFIN:ZDB-GENE-090416-5	NCBI_gene:100288687	0.03	0.02	0.20987654321	0.1875	0.095	0.09	0.462081128748	0.408564814815
ZFIN:ZDB-GENE-080317-3	NCBI_gene:6899	0.03	0.02	0.1875	0.171428571429	0.155	0.1425	0.392000539671	0.381537751042
