Gene1	Gene2	All Pairs MedianIC With Homology	All Pairs MedianIC Without Homology	 All Pairs MedianSimJ With Homology	 All Pairs MedianSimJ Without Homology 	 Best Pairs MedianIC With Homology	 Best Pairs MedianIC Without Homology	 Best Pairs MedianSimJ With Homology	 Best Pairs MedianSimJ Without Homology
MGI:3808044	ZFIN:ZDB-GENE-070117-91	0.1	0.1	0.333333333333	0.292682926829	0.1	0.1	0.333333333333	0.292682926829
MGI:3808044	ZFIN:ZDB-GENE-070117-2236	0.1	0.1	0.380303030303	0.346666666667	0.1	0.1	0.393939393939	0.36
MGI:3697192	ZFIN:ZDB-GENE-040426-2281	0.1	0.1	0.210526315789	0.216216216216	0.1	0.1	0.210526315789	0.216216216216
MGI:3046770	ZFIN:ZDB-GENE-070117-823	0.1	0.08	0.0945945945946	0.163265306122	0.12	0.09	0.119105807936	0.227465986395
MGI:2149004	ZFIN:ZDB-GENE-081022-87	0.1	0.1	0.213636363636	0.18115942029	0.12	0.12	0.220454545455	0.188405797101
MGI:1890950	ZFIN:ZDB-GENE-131004-2	0.1	0.1	0.234042553191	0.222222222222	0.13	0.1	0.256196534328	0.236111111111
MGI:1890950	ZFIN:ZDB-GENE-070117-320	0.1	0.1	0.239130434783	0.228571428571	0.13	0.1	0.258740475123	0.239285714286
MGI:1890950	ZFIN:ZDB-GENE-070117-1286	0.1	0.1	0.153284671533	0.153846153846	0.1	0.1	0.153284671533	0.153846153846
MGI:3800671	ZFIN:ZDB-GENE-070117-167	0.095	0.08	0.209595959596	0.234848484848	0.1225	0.1225	0.26780994291	0.277867965368
MGI:3800671	ZFIN:ZDB-GENE-070117-1415	0.095	0.08	0.216964627412	0.243830787309	0.1125	0.105	0.250587576864	0.274693171432
MGI:3046770	ZFIN:ZDB-GENE-070117-2296	0.095	0.06	0.139423076923	0.186507936508	0.1025	0.08	0.144980355666	0.197420634921
MGI:99546	ZFIN:ZDB-GENE-070117-63	0.09	0.02	0.152179503665	0.0915178571429	0.125	0.035	0.169538553817	0.11407985013
MGI:3525635	ZFIN:ZDB-GENE-070117-480	0.09	0.09	0.354406130268	0.356578947368	0.125	0.125	0.392720306513	0.403289473684
MGI:3036325	ZFIN:ZDB-GENE-120123-1	0.09	0.09	0.177639267628	0.176356589147	0.13	0.13	0.182039972797	0.182517917215
MGI:2678724	ZFIN:ZDB-GENE-070117-1121	0.09	0.09	0.818181818182	0.75	0.09	0.09	0.818181818182	0.75
MGI:2664139	ZFIN:ZDB-GENE-990415-179	0.09	0.08	0.232558139535	0.222222222222	0.13	0.12	0.251279069767	0.239682539683
MGI:2661705	ZFIN:ZDB-GENE-070117-1121	0.09	0.09	0.818181818182	0.75	0.09	0.09	0.818181818182	0.75
MGI:1933828	ZFIN:ZDB-GENE-070117-190	0.09	0.085	0.0987962962963	0.13	0.135	0.135	0.282396480331	0.302840557276
MGI:3800671	ZFIN:ZDB-GENE-070117-346	0.085	0.08	0.223910777569	0.227272727273	0.12	0.12	0.265786927363	0.261904761905
MGI:99926	ZFIN:ZDB-GENE-070117-91	0.08	0.08	0.232558139535	0.205882352941	0.08	0.08	0.232558139535	0.205882352941
MGI:99926	ZFIN:ZDB-GENE-070117-408	0.08	0.08	0.428571428571	0.375	0.08	0.08	0.535714285714	0.460227272727
MGI:99926	ZFIN:ZDB-GENE-070117-346	0.08	0.08	0.230769230769	0.206896551724	0.08	0.08	0.436813186813	0.376175548589
