Gene1	Gene2	Better Similarity With Homology	Similarity With Homology	LCS With Homology	Annotation Pair leading to best match	Common subsumer set	Similarity Without Homology	LCS Without Homology	Annotation Pair leading to best match	Common subsumer set	
MGI:2686651	ZFIN:ZDB-GENE-070626-3	0	1.4	WithoutHomologyUBERON_0001474	MP_0002397--ZP_0001556	WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0004120,WithHomologyUBERON_0000467,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0001474,WithoutHomologyUBERON_0001434,WithHomologyUBERON_0000062,WithHomologyUBERON_0000061,WithoutHomologyUBERON_0000062,WithHomologyUBERON_0001062,WithoutHomologyUBERON_0000479,WithHomologyUBERON_0010000,WithoutHomologyUBERON_0000480,WithHomologyUBERON_0001474,WithoutHomologyUBERON_0000061,WithHomologyUBERON_0000479,WithHomologyUBERON_0004120,WithoutHomologyUBERON_0004765,WithoutHomologyUBERON_0001062,WithHomologyUBERON_0001434,WithHomologyUBERON_0004765	1.4	WithoutHomologyUBERON_0001474	MP_0002397--ZP_0001556	WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0001474,WithoutHomologyUBERON_0001434,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0004765,WithoutHomologyUBERON_0004120,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000479
MGI:97615	ZFIN:ZDB-GENE-030421-3	0	3.14	WithoutHomologyGO_0001568	MP_0001622--ZP_0004929	WithoutHomologyUBERON_0000055,WithHomologyUBERON_0000055,WithHomologyBFO_0000040,WithoutHomologyUBERON_0004535,WithoutHomologyUBERON_0000465,WithHomologyUBERON_0004535,WithoutHomologyUBERON_0000467,WithHomologyGO_0032502,WithoutHomologyUBERON_0004120,WithHomologyGO_0001568,WithoutHomologyGO_0008150,WithHomologyUBERON_0000467,WithHomologyGO_0048731,WithHomologyGO_0044767,WithHomologyUBERON_0000480,WithoutHomologyUBERON_0004111,WithoutHomologyBFO_0000040,WithoutHomologyGO_0048731,WithoutHomologyGO_0044699,WithHomologyGO_0008150,WithHomologyUBERON_0004111,WithHomologyGO_0048856,WithoutHomologyGO_0032502,WithHomologyGO_0044699,WithoutHomologyUBERON_0001981,WithoutHomologyUBERON_0000061,WithoutHomologyGO_0001568,WithHomologyUBERON_0000061,WithoutHomologyGO_0044767,WithoutHomologyUBERON_0000477,WithHomologyUBERON_0001062,WithoutHomologyGO_0048856,WithoutHomologyUBERON_0000480,WithHomologyUBERON_0000477,WithHomologyUBERON_0001981,WithHomologyUBERON_0000465,WithHomologyUBERON_0004120,WithoutHomologyUBERON_0001062	3.14	WithoutHomologyGO_0001568	MP_0001622--ZP_0004929	WithoutHomologyUBERON_0004111,WithoutHomologyUBERON_0000055,WithoutHomologyUBERON_0000480,WithoutHomologyGO_0008150,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0004535,WithoutHomologyUBERON_0001981,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0000061,WithoutHomologyGO_0048731,WithoutHomologyGO_0001568,WithoutHomologyGO_0032502,WithoutHomologyUBERON_0001062,WithoutHomologyGO_0044767,WithoutHomologyUBERON_0000477,WithoutHomologyGO_0044699,WithoutHomologyUBERON_0004120,WithoutHomologyUBERON_0000465,WithoutHomologyGO_0048856
MGI:105056	ZFIN:ZDB-GENE-091020-11	0	0	None			0	None		
MGI:1919595	ZFIN:ZDB-GENE-070719-2	0	1.53	WithoutHomologyUBERON_0000489	MP_0011386--ZP_0000043	WithHomologyBFO_0000040,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000467,WithHomologyUBERON_0000489,WithHomologyUBERON_0010000,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithHomologyUBERON_0015212,WithoutHomologyUBERON_0000061,WithHomologyUBERON_0000062,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0000477,WithHomologyUBERON_0001062,WithHomologyUBERON_0000061,WithHomologyUBERON_0000467,WithoutHomologyUBERON_0003103,WithoutHomologyUBERON_0000480,WithHomologyUBERON_0000477,WithoutHomologyUBERON_0015212,WithoutHomologyUBERON_0000489,WithHomologyUBERON_0003103,WithoutHomologyUBERON_0001062	1.53	WithoutHomologyUBERON_0000489	MP_0011386--ZP_0000043	WithoutHomologyUBERON_0003103,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0015212,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0000489,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000477,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0000465
MGI:95760	ZFIN:ZDB-GENE-050105-3	0	3.53	WithHomologyGO_0007267	MP_0002945--ZP_0007378	WithHomologyBFO_0000040,WithoutHomologyGO_0023052,WithHomologyGO_0007267,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000467,WithHomologyUBERON_0001016,WithoutHomologyUBERON_0001016,WithHomologyGO_0023052,WithoutHomologyGO_0065007,WithHomologyUBERON_0000467,WithHomologyGO_0007154,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyGO_0044237,WithHomologyGO_0044700,WithoutHomologyGO_0065008,WithoutHomologyBFO_0000040,WithHomologyGO_0008152,WithoutHomologyGO_0044699,WithHomologyGO_0008150,WithoutHomologyGO_0044700,WithoutHomologyGO_0044237,WithHomologyGO_0044699,WithHomologyGO_0065007,WithHomologyGO_0065008,WithoutHomologyUBERON_0000061,WithHomologyUBERON_0000061,WithoutHomologyGO_0044763,WithHomologyGO_0044763,WithHomologyUBERON_0001062,WithoutHomologyGO_0007267,WithoutHomologyGO_0008150,WithHomologyGO_0009987,WithoutHomologyUBERON_0000480,WithoutHomologyGO_0007154,WithoutHomologyGO_0008152,WithoutHomologyUBERON_0001062,WithoutHomologyGO_0009987	3.53	WithoutHomologyGO_0007154	MP_0002945--ZP_0007378	WithoutHomologyGO_0044700,WithoutHomologyGO_0044237,WithoutHomologyUBERON_0000480,WithoutHomologyGO_0065007,WithoutHomologyGO_0007154,WithoutHomologyGO_0008152,WithoutHomologyUBERON_0001016,WithoutHomologyGO_0023052,WithoutHomologyUBERON_0000061,WithoutHomologyGO_0065008,WithoutHomologyBFO_0000040,WithoutHomologyGO_0044763,WithoutHomologyUBERON_0001062,WithoutHomologyGO_0044699,WithoutHomologyGO_0008150,WithoutHomologyGO_0007267,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000467,WithoutHomologyGO_0009987
MGI:97596	ZFIN:ZDB-GENE-040426-1178	0	1.75	WithoutHomologyGO_0030097	MP_0004978--ZP_0000506	WithHomologyGO_0030097,WithHomologyBFO_0000040,WithHomologyCL_0000255,WithHomologyGO_0032502,WithoutHomologyCL_0000081,WithHomologyUBERON_0004177,WithoutHomologyUBERON_0002405,WithoutHomologyUBERON_0002390,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000467,WithHomologyCL_0000988,WithoutHomologyUBERON_0004120,WithoutHomologyGO_0005575,WithHomologyUBERON_0010000,WithHomologyCL_0002371,WithHomologyGO_0005623,WithoutHomologyGO_0005623,WithoutHomologyGO_0008150,WithHomologyGO_0048534,WithoutHomologyCL_0000003,WithHomologyGO_0044767,WithHomologyGO_0048513,WithoutHomologyGO_0030097,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithHomologyCL_0000548,WithoutHomologyCL_0000000,WithHomologyUBERON_0002390,WithoutHomologyGO_0044699,WithHomologyGO_0008150,WithoutHomologyGO_0048513,WithHomologyGO_0048856,WithoutHomologyCL_0000255,WithoutHomologyGO_0032502,WithHomologyGO_0044699,WithHomologyCL_0000000,WithHomologyUBERON_0000062,WithHomologyCL_0000081,WithoutHomologyUBERON_0004177,WithHomologyUBERON_0000061,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000480,WithoutHomologyCL_0000988,WithoutHomologyUBERON_0000062,WithHomologyUBERON_0001062,WithoutHomologyGO_0048856,WithoutHomologyCL_0002371,WithHomologyUBERON_0000467,WithHomologyUBERON_0002405,WithoutHomologyGO_0048534,WithoutHomologyUBERON_0000061,WithHomologyGO_0005575,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0004120,WithoutHomologyGO_0044767,WithoutHomologyCL_0000548,WithHomologyCL_0000003	1.75	WithoutHomologyGO_0030097	MP_0004978--ZP_0000506	WithoutHomologyGO_0044767,WithoutHomologyCL_0000081,WithoutHomologyUBERON_0002405,WithoutHomologyUBERON_0002390,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0004120,WithoutHomologyGO_0005575,WithoutHomologyGO_0005623,WithoutHomologyGO_0008150,WithoutHomologyCL_0000000,WithoutHomologyCL_0000003,WithoutHomologyGO_0030097,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithoutHomologyGO_0044699,WithoutHomologyGO_0048513,WithoutHomologyCL_0000255,WithoutHomologyGO_0032502,WithoutHomologyUBERON_0004177,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0000062,WithoutHomologyCL_0000988,WithoutHomologyGO_0048856,WithoutHomologyUBERON_0000480,WithoutHomologyGO_0048534,WithoutHomologyUBERON_0000465,WithoutHomologyCL_0002371,WithoutHomologyCL_0000548
MGI:107754	ZFIN:ZDB-GENE-990415-174	0	4.73	WithoutHomologyUBERON_0001714	MP_0001081--ZP_0010167	WithoutHomologyUBERON_0000033,WithHomologyBFO_0000040,WithoutHomologyUBERON_0000475,WithoutHomologyUBERON_0011676,WithoutHomologyUBERON_0003714,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000467,WithHomologyUBERON_0001016,WithHomologyUBERON_0011676,WithoutHomologyUBERON_0001016,WithHomologyUBERON_0000467,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithHomologyUBERON_0000033,WithHomologyUBERON_0000045,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0000045,WithHomologyUBERON_0000061,WithHomologyUBERON_0001062,WithoutHomologyUBERON_0000479,WithoutHomologyUBERON_0001714,WithHomologyUBERON_0010000,WithHomologyUBERON_0003714,WithoutHomologyUBERON_0000480,WithHomologyUBERON_0000475,WithHomologyUBERON_0000479,WithHomologyUBERON_0001714,WithoutHomologyUBERON_0001062	4.73	WithoutHomologyUBERON_0001714	MP_0001081--ZP_0010167	WithoutHomologyUBERON_0000033,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0001016,WithoutHomologyUBERON_0011676,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0003714,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000045,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0000475,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000479,WithoutHomologyUBERON_0001714,WithoutHomologyBFO_0000040
MGI:1349164	ZFIN:ZDB-GENE-061111-1	0	4.75	WithHomologyGO_0001667	MP_0011708--ZP_0000475	WithHomologyBFO_0000040,WithoutHomologyUBERON_0000465,WithoutHomologyGO_0005575,WithHomologyGO_0005623,WithoutHomologyGO_0005623,WithHomologyGO_0044763,WithoutHomologyGO_0008150,WithoutHomologyCL_0000000,WithoutHomologyGO_0008152,WithHomologyUBERON_0000465,WithHomologyGO_0040011,WithoutHomologyBFO_0000040,WithoutHomologyGO_0006928,WithHomologyGO_0008152,WithoutHomologyGO_0044699,WithHomologyGO_0008150,WithHomologyGO_0006928,WithHomologyGO_0048870,WithHomologyGO_0044699,WithHomologyCL_0000000,WithoutHomologyUBERON_0000061,WithHomologyGO_0001667,WithoutHomologyGO_0001667,WithHomologyUBERON_0000061,WithoutHomologyGO_0044763,WithoutHomologyGO_0048870,WithHomologyUBERON_0001062,WithHomologyGO_0016477,WithoutHomologyGO_0016477,WithHomologyGO_0009987,WithHomologyGO_0005575,WithoutHomologyGO_0040011,WithoutHomologyUBERON_0001062,WithoutHomologyGO_0009987	4.75	WithoutHomologyGO_0001667	MP_0011708--ZP_0000475	WithoutHomologyGO_0044763,WithoutHomologyGO_0005623,WithoutHomologyGO_0009987,WithoutHomologyGO_0008150,WithoutHomologyCL_0000000,WithoutHomologyGO_0008152,WithoutHomologyUBERON_0000061,WithoutHomologyBFO_0000040,WithoutHomologyGO_0001667,WithoutHomologyGO_0006928,WithoutHomologyGO_0040011,WithoutHomologyGO_0048870,WithoutHomologyUBERON_0001062,WithoutHomologyGO_0044699,WithoutHomologyUBERON_0000465,WithoutHomologyGO_0016477,WithoutHomologyGO_0005575
MGI:98371	ZFIN:ZDB-GENE-001103-1	1	6.09	WithHomologyUBERON_0011606	MP_0004204--ZP_0001048	WithoutHomologyUBERON_0000033,WithHomologyBFO_0000040,WithoutHomologyUBERON_0000475,WithoutHomologyUBERON_0011676,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0004121,WithHomologyUBERON_0010000,WithHomologyUBERON_0011676,WithHomologyUBERON_0011608,WithoutHomologyUBERON_0010314,WithoutHomologyUBERON_0010313,WithHomologyUBERON_0015016,WithoutHomologyBFO_0000040,WithHomologyUBERON_0011606,WithHomologyUBERON_0000033,WithHomologyUBERON_0004119,WithHomologyUBERON_0010314,WithHomologyUBERON_0002513,WithHomologyUBERON_0010313,WithoutHomologyUBERON_0001474,WithoutHomologyUBERON_0004119,WithHomologyUBERON_0000062,WithHomologyUBERON_0001687,WithHomologyUBERON_0001686,WithoutHomologyUBERON_0000061,WithHomologyUBERON_0008001,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0002513,WithoutHomologyUBERON_0003457,WithHomologyUBERON_0001062,WithHomologyUBERON_0000475,WithHomologyUBERON_0000061,WithHomologyUBERON_0007914,WithoutHomologyUBERON_0007914,WithHomologyUBERON_0001474,WithHomologyUBERON_0010363,WithHomologyUBERON_0000465,WithHomologyUBERON_0004121,WithoutHomologyUBERON_0010363,WithHomologyUBERON_0003457,WithoutHomologyUBERON_0004765,WithoutHomologyUBERON_0000465,WithHomologyUBERON_0004765	4.91	WithoutHomologyCL_0000667	MP_0009780--ZP_0000138	WithoutHomologyCL_0000327,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000467,WithoutHomologyGO_0005575,WithoutHomologyGO_0005623,WithoutHomologyCL_0000000,WithoutHomologyCL_0000003,WithoutHomologyBFO_0000040,WithoutHomologyCL_0000255,WithoutHomologyUBERON_0001434,WithoutHomologyUBERON_0000061,WithoutHomologyCL_0000499,WithoutHomologyCL_0002320,WithoutHomologyCL_0002371,WithoutHomologyUBERON_0000480,WithoutHomologyCL_0000667,WithoutHomologyCL_0000153,WithoutHomologyCL_0000138,WithoutHomologyCL_0000151,WithoutHomologyUBERON_0000465,WithoutHomologyCL_0000447,WithoutHomologyCL_0000548
MGI:95768	ZFIN:ZDB-GENE-030131-8277	1	3.3	WithHomologyGO_0001525	MP_0000260--ZP_0004046	WithoutHomologyUBERON_0000055,WithHomologyUBERON_0000055,WithHomologyUBERON_0001981,WithHomologyBFO_0000040,WithoutHomologyUBERON_0004535,WithoutHomologyUBERON_0000465,WithHomologyUBERON_0004535,WithoutHomologyUBERON_0000467,WithHomologyGO_0032502,WithoutHomologyUBERON_0004120,WithHomologyGO_0001568,WithoutHomologyGO_0008150,WithHomologyUBERON_0000467,WithHomologyGO_0048731,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithoutHomologyUBERON_0004111,WithoutHomologyBFO_0000040,WithoutHomologyGO_0048731,WithoutHomologyGO_0044699,WithHomologyGO_0008150,WithHomologyUBERON_0004111,WithHomologyGO_0048856,WithoutHomologyGO_0032502,WithHomologyGO_0044699,WithoutHomologyUBERON_0001981,WithoutHomologyUBERON_0000061,WithoutHomologyGO_0001568,WithHomologyUBERON_0000061,WithoutHomologyUBERON_0001062,WithoutHomologyGO_0044767,WithoutHomologyUBERON_0000477,WithHomologyUBERON_0001062,WithoutHomologyGO_0048856,WithoutHomologyUBERON_0000480,WithHomologyUBERON_0000477,WithoutHomologyGO_0048646,WithHomologyGO_0044767,WithHomologyGO_0048646,WithHomologyUBERON_0004120,WithHomologyGO_0001525	3.14	WithoutHomologyGO_0001568	MP_0000260--ZP_0004046	WithoutHomologyUBERON_0004111,WithoutHomologyUBERON_0000055,WithoutHomologyUBERON_0000480,WithoutHomologyGO_0032502,WithoutHomologyGO_0048646,WithoutHomologyUBERON_0004535,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0001981,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0000465,WithoutHomologyBFO_0000040,WithoutHomologyGO_0048731,WithoutHomologyGO_0001568,WithoutHomologyGO_0044767,WithoutHomologyUBERON_0000477,WithoutHomologyGO_0044699,WithoutHomologyGO_0008150,WithoutHomologyUBERON_0004120,WithoutHomologyUBERON_0001062,WithoutHomologyGO_0048856
MGI:1349163	ZFIN:ZDB-GENE-030131-9021	0	0.4	WithHomologyGO_0044699	MP_0005450--ZP_0001428	WithoutHomologyGO_0008150,WithHomologyGO_0044699,WithoutHomologyGO_0044699,WithHomologyGO_0008150	0.4	WithoutHomologyGO_0044699	MP_0005450--ZP_0001428	WithoutHomologyGO_0008150,WithoutHomologyGO_0044699
MGI:2683486	ZFIN:ZDB-GENE-060718-1	0	4.01	WithHomologyUBERON_0002539	MP_0004113--ZP_0001069	WithoutHomologyUBERON_0000033,WithHomologyGO_0043009,WithoutHomologyUBERON_0000475,WithoutHomologyUBERON_0011676,WithoutHomologyUBERON_0005423,WithoutHomologyGO_0009792,WithoutHomologyUBERON_0000465,WithHomologyGO_0032502,WithoutHomologyUBERON_0001444,WithoutHomologyUBERON_0002050,WithHomologyBFO_0000040,WithoutHomologyUBERON_0010314,WithoutHomologyGO_0048856,WithoutHomologyGO_0008150,WithHomologyUBERON_0010000,WithHomologyGO_0044767,WithHomologyGO_0009792,WithHomologyUBERON_0000481,WithHomologyGO_0009790,WithoutHomologyBFO_0000040,WithHomologyUBERON_0003102,WithoutHomologyUBERON_0010000,WithHomologyUBERON_0002539,WithHomologyGO_0001701,WithHomologyUBERON_0000033,WithHomologyUBERON_0004119,WithoutHomologyGO_0043009,WithHomologyGO_0008150,WithHomologyUBERON_0010314,WithHomologyUBERON_0011676,WithHomologyUBERON_0010188,WithHomologyUBERON_0001444,WithHomologyGO_0048856,WithoutHomologyGO_0032502,WithHomologyGO_0044699,WithoutHomologyUBERON_0004119,WithoutHomologyUBERON_0000061,WithHomologyUBERON_0001456,WithHomologyUBERON_0000061,WithoutHomologyGO_0001701,WithoutHomologyGO_0044767,WithHomologyUBERON_0001062,WithoutHomologyUBERON_0001456,WithoutHomologyUBERON_0000479,WithoutHomologyUBERON_0007811,WithHomologyUBERON_0007811,WithoutHomologyUBERON_0003102,WithoutHomologyUBERON_0000481,WithoutHomologyGO_0044699,WithHomologyUBERON_0000475,WithoutHomologyGO_0009790,WithHomologyUBERON_0000479,WithoutHomologyUBERON_0010188,WithHomologyUBERON_0000465,WithoutHomologyUBERON_0002539,WithHomologyUBERON_0005423,WithHomologyUBERON_0005291,WithoutHomologyUBERON_0001062,WithHomologyUBERON_0002050,WithoutHomologyUBERON_0005291	4.01	WithoutHomologyUBERON_0002539	MP_0004113--ZP_0001069	WithoutHomologyUBERON_0000033,WithoutHomologyUBERON_0011676,WithoutHomologyGO_0009790,WithoutHomologyGO_0009792,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0001444,WithoutHomologyUBERON_0002050,WithoutHomologyUBERON_0010314,WithoutHomologyGO_0048856,WithoutHomologyGO_0008150,WithoutHomologyUBERON_0002539,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithoutHomologyGO_0044699,WithoutHomologyGO_0032502,WithoutHomologyGO_0043009,WithoutHomologyUBERON_0004119,WithoutHomologyUBERON_0000061,WithoutHomologyGO_0001701,WithoutHomologyGO_0044767,WithoutHomologyUBERON_0000475,WithoutHomologyUBERON_0001456,WithoutHomologyUBERON_0000479,WithoutHomologyUBERON_0007811,WithoutHomologyUBERON_0003102,WithoutHomologyUBERON_0000481,WithoutHomologyUBERON_0005423,WithoutHomologyUBERON_0010188,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0005291
MGI:109419	ZFIN:ZDB-GENE-040426-2863	0	0.73	WithHomologyUBERON_0004121	MP_0011452--ZP_0005237	WithoutHomologyUBERON_0000480,WithHomologyBFO_0000040,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithoutHomologyUBERON_0000061,WithoutHomologyBFO_0000040,WithHomologyUBERON_0000061,WithHomologyUBERON_0004121,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000467,WithHomologyUBERON_0001062,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0004121,WithHomologyUBERON_0000467	0.73	WithoutHomologyUBERON_0004121	MP_0011452--ZP_0005237	WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0000061,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0004121,WithoutHomologyUBERON_0001062
MGI:98282	ZFIN:ZDB-GENE-980526-164	0	5.25	WithHomologyCL_0000878	MP_0000136--ZP_0009607	WithHomologyUBERON_0004177,WithoutHomologyUBERON_0002405,WithoutHomologyUBERON_0002390,WithoutHomologyCL_0002371,WithHomologyCL_0000766,WithoutHomologyGO_0005575,WithoutHomologyUBERON_0001016,WithoutHomologyUBERON_0010314,WithHomologyGO_0048534,WithHomologyUBERON_0000480,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithoutHomologyCL_0000518,WithHomologyCL_0000878,WithHomologyUBERON_0010314,WithHomologyUBERON_0010313,WithHomologyGO_0048856,WithHomologyCL_0000243,WithoutHomologyGO_0032502,WithHomologyCL_0000003,WithHomologyCL_0000000,WithHomologyUBERON_0000062,WithHomologyUBERON_0000061,WithoutHomologyCL_0000864,WithoutHomologyCL_0000988,WithHomologyUBERON_0001062,WithHomologyCL_0000081,WithHomologyUBERON_0002405,WithHomologyCL_0000473,WithHomologyCL_0002319,WithoutHomologyCL_0000243,WithHomologyCL_0000255,WithoutHomologyCL_0000081,WithoutHomologyUBERON_0001062,WithHomologyCL_0000095,WithoutHomologyUBERON_0004121,WithHomologyCL_0002371,WithHomologyGO_0005623,WithoutHomologyCL_0000000,WithoutHomologyCL_0000003,WithHomologyUBERON_0000465,WithHomologyGO_0048513,WithHomologyCL_0000763,WithHomologyUBERON_0002390,WithoutHomologyCL_0000473,WithoutHomologyCL_0000766,WithoutHomologyCL_0000763,WithoutHomologyCL_0000255,WithHomologyGO_0044699,WithoutHomologyCL_0000095,WithHomologyCL_0000226,WithHomologyCL_0000145,WithHomologyUBERON_0010000,WithoutHomologyCL_0000878,WithHomologyGO_0030097,WithHomologyCL_0000235,WithHomologyCL_0000234,WithoutHomologyGO_0005623,WithoutHomologyGO_0008150,WithoutHomologyCL_0000145,WithoutHomologyUBERON_0000467,WithHomologyGO_0044767,WithHomologyCL_0000738,WithHomologyCL_0000548,WithoutHomologyGO_0044699,WithoutHomologyCL_0000226,WithoutHomologyGO_0048513,WithHomologyCL_0000125,WithHomologyGO_0008150,WithHomologyCL_0000129,WithoutHomologyGO_0044767,WithoutHomologyCL_0002242,WithoutHomologyGO_0048856,WithoutHomologyUBERON_0000480,WithoutHomologyCL_0000738,WithHomologyCL_0000842,WithHomologyUBERON_0004121,WithHomologyUBERON_0004120,WithoutHomologyCL_0000234,WithoutHomologyCL_0000235,WithoutHomologyCL_0000548,WithoutHomologyCL_0000325,WithHomologyCL_0000113,WithHomologyBFO_0000040,WithHomologyCL_0000988,WithoutHomologyUBERON_0004120,WithoutHomologyUBERON_0000465,WithoutHomologyCL_0002319,WithHomologyGO_0032502,WithHomologyUBERON_0001016,WithHomologyCL_0000219,WithHomologyCL_0000325,WithoutHomologyCL_0000125,WithoutHomologyCL_0000129,WithoutHomologyCL_0002087,WithoutHomologyCL_0000219,WithoutHomologyUBERON_0004177,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0000062,WithoutHomologyCL_0000113,WithoutHomologyCL_0000842,WithHomologyCL_0002242,WithHomologyUBERON_0000467,WithHomologyCL_0000518,WithoutHomologyGO_0048534,WithHomologyGO_0005575,WithHomologyCL_0002087,WithoutHomologyGO_0030097,WithHomologyCL_0000864,WithoutHomologyUBERON_0010313	5.25	WithoutHomologyCL_0000129	MP_0000136--ZP_0009607	WithoutHomologyCL_0000243,WithoutHomologyCL_0000325,WithoutHomologyUBERON_0000467,WithoutHomologyCL_0000219,WithoutHomologyCL_0000081,WithoutHomologyUBERON_0002405,WithoutHomologyUBERON_0002390,WithoutHomologyUBERON_0000465,WithoutHomologyCL_0002319,WithoutHomologyUBERON_0004120,WithoutHomologyUBERON_0004121,WithoutHomologyCL_0000518,WithoutHomologyGO_0005575,WithoutHomologyUBERON_0001016,WithoutHomologyGO_0005623,WithoutHomologyCL_0000125,WithoutHomologyGO_0008150,WithoutHomologyCL_0000000,WithoutHomologyCL_0000003,WithoutHomologyGO_0030097,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithoutHomologyCL_0000129,WithoutHomologyCL_0002087,WithoutHomologyGO_0044699,WithoutHomologyCL_0000226,WithoutHomologyCL_0000766,WithoutHomologyGO_0048513,WithoutHomologyCL_0000763,WithoutHomologyCL_0000255,WithoutHomologyGO_0032502,WithoutHomologyUBERON_0004177,WithoutHomologyCL_0000095,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0010314,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0001062,WithoutHomologyCL_0000842,WithoutHomologyGO_0044767,WithoutHomologyCL_0002242,WithoutHomologyGO_0048856,WithoutHomologyCL_0000473,WithoutHomologyCL_0002371,WithoutHomologyCL_0000145,WithoutHomologyCL_0000878,WithoutHomologyUBERON_0000480,WithoutHomologyGO_0048534,WithoutHomologyCL_0000738,WithoutHomologyCL_0000864,WithoutHomologyCL_0000234,WithoutHomologyCL_0000235,WithoutHomologyCL_0000113,WithoutHomologyCL_0000988,WithoutHomologyCL_0000548,WithoutHomologyUBERON_0010313
