Gene1	Gene2	Better Similarity With Homology	Similarity With Homology	LCS With Homology	Annotation Pair leading to best match	Common subsumer set	Similarity Without Homology	LCS Without Homology	Annotation Pair leading to best match	Common subsumer set	
MGI:891978	NCBI_gene:5264	0	2.89	WithoutHomologyGO_0050885	MP_0001393--HP_0001251	WithoutHomologyUBERON_0001895,WithHomologyBFO_0000040,WithHomologyUBERON_0002028,WithHomologyUBERON_0001062,WithHomologyUBERON_0002616,WithHomologyUBERON_0000073,WithoutHomologyGO_0019230,WithoutHomologyGO_0007600,WithoutHomologyGO_0050896,WithHomologyNBO_0000338,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0004121,WithHomologyUBERON_0001016,WithHomologyGO_0050905,WithHomologyUBERON_0000955,WithoutHomologyUBERON_0001016,WithoutHomologyUBERON_0010314,WithoutHomologyGO_0008150,WithHomologyUBERON_0000467,WithoutHomologyUBERON_0002616,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0001895,WithoutHomologyGO_0032501,WithoutHomologyBFO_0000040,WithHomologyGO_0044707,WithoutHomologyUBERON_0010000,WithHomologyGO_0050896,WithHomologyUBERON_0004732,WithHomologyUBERON_0004733,WithoutHomologyGO_0044699,WithHomologyGO_0008150,WithHomologyUBERON_0010314,WithoutHomologyUBERON_0002028,WithoutHomologyUBERON_0000062,WithHomologyGO_0032501,WithoutHomologyGO_0050877,WithoutHomologyUBERON_0004733,WithoutHomologyUBERON_0004732,WithHomologyGO_0044699,WithoutHomologyGO_0044707,WithoutHomologyGO_0050905,WithHomologyGO_0003008,WithoutHomologyUBERON_0000064,WithHomologyUBERON_0000064,WithHomologyUBERON_0000062,WithHomologyUBERON_0000063,WithoutHomologyUBERON_0000063,WithoutHomologyUBERON_0000073,WithoutHomologyGO_0007610,WithHomologyGO_0019230,WithoutHomologyGO_0050885,WithoutHomologyNBO_0000313,WithoutHomologyNBO_0000338,WithHomologyUBERON_0000061,WithHomologyGO_0050877,WithHomologyUBERON_0010000,WithoutHomologyNBO_0000001,WithHomologyGO_0007600,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0000955,WithHomologyNBO_0000313,WithHomologyGO_0007610,WithoutHomologyNBO_0000403,WithHomologyGO_0050885,WithHomologyNBO_0000403,WithHomologyNBO_0000001,WithHomologyUBERON_0004121,WithHomologyUBERON_0000481,WithoutHomologyUBERON_0000465,WithoutHomologyGO_0003008,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0000481	2.89	WithoutHomologyGO_0050885	MP_0001393--HP_0001251	WithoutHomologyUBERON_0001895,WithoutHomologyUBERON_0000073,WithoutHomologyGO_0019230,WithoutHomologyGO_0007600,WithoutHomologyGO_0050896,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0004121,WithoutHomologyUBERON_0001016,WithoutHomologyUBERON_0010314,WithoutHomologyGO_0008150,WithoutHomologyUBERON_0002616,WithoutHomologyUBERON_0002028,WithoutHomologyGO_0050905,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithoutHomologyGO_0044699,WithoutHomologyGO_0050877,WithoutHomologyUBERON_0004733,WithoutHomologyUBERON_0004732,WithoutHomologyGO_0044707,WithoutHomologyGO_0032501,WithoutHomologyUBERON_0000064,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0000063,WithoutHomologyUBERON_0000062,WithoutHomologyGO_0007610,WithoutHomologyGO_0050885,WithoutHomologyNBO_0000313,WithoutHomologyNBO_0000338,WithoutHomologyNBO_0000001,WithoutHomologyUBERON_0000481,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0000955,WithoutHomologyNBO_0000403,WithoutHomologyUBERON_0001062,WithoutHomologyGO_0003008
MGI:88594	NCBI_gene:1593	0	5.09	WithHomologyUBERON_0002110	MP_0004773--HP_0012437	WithHomologyBFO_0000040,WithoutHomologyUBERON_0000475,WithHomologyUBERON_0006925,WithoutHomologyUBERON_0009569,WithoutHomologyUBERON_0002423,WithoutHomologyUBERON_0002075,WithoutHomologyUBERON_0006925,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000467,WithHomologyUBERON_0000489,WithHomologyUBERON_0009569,WithHomologyUBERON_0000467,WithHomologyUBERON_0002530,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0002107,WithHomologyUBERON_0004119,WithoutHomologyUBERON_0002368,WithHomologyUBERON_0017672,WithoutHomologyUBERON_0017672,WithoutHomologyUBERON_0002365,WithHomologyUBERON_0013765,WithoutHomologyUBERON_0013765,WithoutHomologyUBERON_0004119,WithHomologyUBERON_0000062,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0002530,WithHomologyUBERON_0001062,WithHomologyUBERON_0000475,WithHomologyUBERON_0000061,WithoutHomologyUBERON_0018707,WithHomologyUBERON_0010000,WithoutHomologyUBERON_0003103,WithHomologyUBERON_0000916,WithoutHomologyUBERON_0005172,WithoutHomologyUBERON_0005173,WithHomologyUBERON_0002110,WithoutHomologyUBERON_0005177,WithHomologyUBERON_0002107,WithoutHomologyUBERON_0000489,WithoutHomologyUBERON_0000916,WithoutHomologyUBERON_0002110,WithHomologyUBERON_0005173,WithHomologyUBERON_0005172,WithHomologyUBERON_0002075,WithHomologyUBERON_0003103,WithHomologyUBERON_0005177,WithHomologyUBERON_0002368,WithoutHomologyUBERON_0001062,WithHomologyUBERON_0002365,WithHomologyUBERON_0002423,WithHomologyUBERON_0018707	5.09	WithoutHomologyUBERON_0002110	MP_0004773--HP_0012437	WithoutHomologyUBERON_0009569,WithoutHomologyUBERON_0002423,WithoutHomologyUBERON_0002075,WithoutHomologyUBERON_0006925,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000467,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0002107,WithoutHomologyUBERON_0002368,WithoutHomologyUBERON_0017672,WithoutHomologyUBERON_0002365,WithoutHomologyUBERON_0013765,WithoutHomologyUBERON_0004119,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0005173,WithoutHomologyUBERON_0002530,WithoutHomologyUBERON_0000475,WithoutHomologyUBERON_0018707,WithoutHomologyUBERON_0003103,WithoutHomologyUBERON_0005172,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0005177,WithoutHomologyUBERON_0000489,WithoutHomologyUBERON_0000916,WithoutHomologyUBERON_0002110,WithoutHomologyUBERON_0000465
MGI:88593	NCBI_gene:1591	0	4.54	WithHomologyGO_0055074	MP_0000194--HP_0011280	WithHomologyGO_0050801,WithoutHomologyUBERON_0000463,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000467,WithoutHomologyGO_0055080,WithHomologyGO_0072507,WithHomologyUBERON_0000463,WithHomologyGO_0055080,WithoutHomologyGO_0065007,WithHomologyUBERON_0000467,WithoutHomologyGO_0008152,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithoutHomologyGO_0065008,WithoutHomologyGO_0042592,WithHomologyGO_0048878,WithHomologyGO_0055074,WithoutHomologyGO_0055065,WithHomologyGO_0008152,WithHomologyGO_0008150,WithHomologyGO_0065007,WithHomologyGO_0065008,WithoutHomologyGO_0050801,WithoutHomologyUBERON_0000061,WithoutHomologyGO_0072507,WithHomologyUBERON_0000061,WithHomologyUBERON_0001062,WithoutHomologyGO_0008150,WithoutHomologyGO_0048878,WithoutHomologyUBERON_0000480,WithHomologyGO_0042592,WithHomologyGO_0055065,WithoutHomologyGO_0055074,WithoutHomologyUBERON_0001062	4.54	WithoutHomologyGO_0055074	MP_0000194--HP_0011280	WithoutHomologyUBERON_0000480,WithoutHomologyGO_0065007,WithoutHomologyGO_0008152,WithoutHomologyUBERON_0000061,WithoutHomologyGO_0050801,WithoutHomologyGO_0065008,WithoutHomologyGO_0042592,WithoutHomologyGO_0072507,WithoutHomologyGO_0055074,WithoutHomologyUBERON_0000463,WithoutHomologyGO_0055065,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000467,WithoutHomologyGO_0008150,WithoutHomologyGO_0055080,WithoutHomologyUBERON_0000465,WithoutHomologyGO_0048878
MGI:88590	NCBI_gene:1545	0	2.89	WithHomologyUBERON_0000015	MP_0004226--HP_0000486	WithoutHomologyUBERON_0000033,WithHomologyUBERON_0000019,WithHomologyBFO_0000040,WithoutHomologyUBERON_0002104,WithHomologyUBERON_0001062,WithoutHomologyUBERON_0011676,WithHomologyUBERON_0000015,WithoutHomologyUBERON_0000019,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0000466,WithHomologyUBERON_0001032,WithoutHomologyUBERON_0004121,WithHomologyUBERON_0000970,WithoutHomologyUBERON_0000015,WithHomologyUBERON_0011676,WithoutHomologyUBERON_0010314,WithHomologyUBERON_0000466,WithoutHomologyUBERON_0010230,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithoutHomologyUBERON_0001032,WithoutHomologyBFO_0000040,WithHomologyUBERON_0000020,WithoutHomologyUBERON_0010000,WithHomologyUBERON_0000033,WithHomologyUBERON_0015212,WithHomologyUBERON_0010314,WithHomologyUBERON_0010230,WithHomologyUBERON_0002104,WithoutHomologyUBERON_0000020,WithHomologyUBERON_0000047,WithHomologyUBERON_0000062,WithoutHomologyUBERON_0000047,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0000475,WithHomologyUBERON_0000061,WithHomologyUBERON_0000467,WithHomologyUBERON_0010000,WithoutHomologyUBERON_0000480,WithHomologyUBERON_0000475,WithoutHomologyUBERON_0015212,WithHomologyUBERON_0004121,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0000970	2.89	WithoutHomologyUBERON_0000015	MP_0004226--HP_0000486	WithoutHomologyUBERON_0000033,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0011676,WithoutHomologyUBERON_0000019,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0000466,WithoutHomologyUBERON_0004121,WithoutHomologyUBERON_0000015,WithoutHomologyUBERON_0010314,WithoutHomologyUBERON_0010230,WithoutHomologyUBERON_0001032,WithoutHomologyUBERON_0002104,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0000020,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0000047,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0000475,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0015212,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000970
MGI:88588	NCBI_gene:1543	0	0.82	WithHomologyUBERON_0000468	MP_0010180--HP_0002664	WithHomologyUBERON_0010000,WithHomologyUBERON_0000465,WithHomologyUBERON_0000468,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0010000,WithHomologyUBERON_0000061,WithoutHomologyUBERON_0001062,WithHomologyUBERON_0001062,WithoutHomologyUBERON_0000468,WithoutHomologyUBERON_0000465	0.82	WithoutHomologyUBERON_0000468	MP_0010180--HP_0002664	WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0000468
MGI:88587	NCBI_gene:1588	0	4.36	WithHomologyUBERON_0001911	MP_0009296--HP_0000771	WithHomologyBFO_0000040,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0004121,WithHomologyUBERON_0001911,WithHomologyUBERON_0002416,WithHomologyUBERON_0000467,WithHomologyUBERON_0002530,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0003297,WithoutHomologyUBERON_0002365,WithoutHomologyUBERON_0000064,WithHomologyUBERON_0000064,WithHomologyUBERON_0000062,WithHomologyUBERON_0000061,WithoutHomologyUBERON_0002416,WithoutHomologyUBERON_0001911,WithoutHomologyUBERON_0002530,WithoutHomologyUBERON_0000062,WithHomologyUBERON_0001062,WithHomologyUBERON_0003297,WithHomologyUBERON_0010000,WithoutHomologyUBERON_0000480,WithHomologyUBERON_0004121,WithoutHomologyUBERON_0001062,WithHomologyUBERON_0002365,WithoutHomologyUBERON_0000061,WithHomologyUBERON_0006003,WithoutHomologyUBERON_0006003	4.36	WithoutHomologyUBERON_0001911	MP_0009296--HP_0000771	WithoutHomologyUBERON_0003297,WithoutHomologyUBERON_0001911,WithoutHomologyUBERON_0004121,WithoutHomologyUBERON_0000064,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0002416,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0002530,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0002365,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0006003
MGI:88586	NCBI_gene:1586	0	2.58	WithHomologyGO_0022414	MP_0008892--HP_0000037	WithHomologyUBERON_0000079,WithHomologyBFO_0000040,WithoutHomologyUBERON_0000079,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0004120,WithoutHomologyGO_0008150,WithHomologyUBERON_0000467,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithoutHomologyBFO_0000040,WithHomologyGO_0022414,WithHomologyGO_0008150,WithoutHomologyUBERON_0000061,WithoutHomologyGO_0022414,WithHomologyUBERON_0000061,WithHomologyUBERON_0001062,WithoutHomologyUBERON_0000480,WithHomologyUBERON_0004120,WithoutHomologyUBERON_0000990,WithoutHomologyUBERON_0000465,WithHomologyUBERON_0000990	2.58	WithoutHomologyGO_0022414	MP_0008892--HP_0000037	WithoutHomologyUBERON_0000480,WithoutHomologyGO_0008150,WithoutHomologyUBERON_0000079,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0000061,WithoutHomologyGO_0022414,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000990,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0004120,WithoutHomologyUBERON_0000465
MGI:88584	NCBI_gene:1584	0	4.48	WithoutHomologyUBERON_0006858	MP_0002667--HP_0011733	WithHomologyBFO_0000040,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0004120,WithoutHomologyUBERON_0006858,WithHomologyUBERON_0010000,WithHomologyUBERON_0002530,WithHomologyUBERON_0000465,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithHomologyUBERON_0006858,WithoutHomologyUBERON_0002368,WithHomologyUBERON_0015212,WithHomologyUBERON_0010314,WithoutHomologyUBERON_0002369,WithoutHomologyUBERON_0000061,WithHomologyUBERON_0000062,WithoutHomologyUBERON_0010314,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0002530,WithHomologyUBERON_0001062,WithHomologyUBERON_0000061,WithoutHomologyUBERON_0005172,WithoutHomologyUBERON_0005173,WithoutHomologyUBERON_0015212,WithoutHomologyUBERON_0005177,WithHomologyUBERON_0005173,WithHomologyUBERON_0005172,WithHomologyUBERON_0004120,WithHomologyUBERON_0005177,WithHomologyUBERON_0002369,WithHomologyUBERON_0002368,WithoutHomologyUBERON_0000465	4.48	WithoutHomologyUBERON_0006858	MP_0002667--HP_0011733	WithoutHomologyUBERON_0005172,WithoutHomologyUBERON_0005173,WithoutHomologyUBERON_0015212,WithoutHomologyUBERON_0005177,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0010314,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0002530,WithoutHomologyUBERON_0006858,WithoutHomologyUBERON_0004120,WithoutHomologyUBERON_0002368,WithoutHomologyUBERON_0002369
MGI:88582	NCBI_gene:1583	0	4.48	WithoutHomologyUBERON_0006858	MP_0002768--HP_0011733	WithHomologyBFO_0000040,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0004120,WithoutHomologyUBERON_0006858,WithHomologyUBERON_0010000,WithHomologyUBERON_0002530,WithHomologyUBERON_0000465,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithHomologyUBERON_0006858,WithoutHomologyUBERON_0002368,WithHomologyUBERON_0015212,WithHomologyUBERON_0010314,WithoutHomologyUBERON_0002369,WithoutHomologyUBERON_0000061,WithHomologyUBERON_0000062,WithoutHomologyUBERON_0010314,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0002530,WithHomologyUBERON_0001062,WithHomologyUBERON_0000061,WithoutHomologyUBERON_0005172,WithoutHomologyUBERON_0005173,WithoutHomologyUBERON_0015212,WithoutHomologyUBERON_0005177,WithHomologyUBERON_0005173,WithHomologyUBERON_0005172,WithHomologyUBERON_0004120,WithHomologyUBERON_0005177,WithHomologyUBERON_0002369,WithHomologyUBERON_0002368,WithoutHomologyUBERON_0000465	4.48	WithoutHomologyUBERON_0006858	MP_0002768--HP_0011733	WithoutHomologyUBERON_0005172,WithoutHomologyUBERON_0005173,WithoutHomologyUBERON_0015212,WithoutHomologyUBERON_0005177,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0010314,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0002530,WithoutHomologyUBERON_0006858,WithoutHomologyUBERON_0004120,WithoutHomologyUBERON_0002368,WithoutHomologyUBERON_0002369
MGI:88578	NCBI_gene:54205	0	2.44	WithoutHomologyGO_0002521	MP_0005017--HP_0001873	WithHomologyGO_0030097,WithHomologyBFO_0000040,WithHomologyGO_0048869,WithHomologyCL_0000255,WithHomologyCL_0000988,WithoutHomologyCL_0000081,WithHomologyUBERON_0004177,WithoutHomologyUBERON_0002405,WithoutHomologyUBERON_0002390,WithoutHomologyCL_0002371,WithoutHomologyUBERON_0000467,WithHomologyGO_0032502,WithoutHomologyUBERON_0004120,WithoutHomologyGO_0005575,WithoutHomologyGO_0048869,WithHomologyCL_0002371,WithHomologyGO_0005623,WithoutHomologyGO_0005623,WithHomologyGO_0044763,WithoutHomologyGO_0008150,WithHomologyGO_0048534,WithoutHomologyCL_0000003,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithoutHomologyCL_0001035,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithHomologyCL_0000548,WithHomologyUBERON_0000467,WithHomologyUBERON_0002390,WithHomologyUBERON_0004120,WithHomologyCL_0002092,WithoutHomologyGO_0044699,WithHomologyGO_0008150,WithoutHomologyGO_0048513,WithHomologyGO_0008152,WithHomologyGO_0048856,WithoutHomologyCL_0000255,WithHomologyGO_0009987,WithoutHomologyGO_0032502,WithHomologyGO_0044699,WithHomologyCL_0000000,WithHomologyUBERON_0000062,WithoutHomologyGO_0048856,WithoutHomologyGO_0030154,WithoutHomologyUBERON_0004177,WithHomologyUBERON_0000061,WithoutHomologyGO_0044763,WithoutHomologyUBERON_0001062,WithHomologyUBERON_0002405,WithoutHomologyGO_0044767,WithHomologyUBERON_0001062,WithoutHomologyUBERON_0000062,WithHomologyCL_0001035,WithoutHomologyCL_0000000,WithHomologyUBERON_0010000,WithHomologyCL_0000081,WithoutHomologyUBERON_0000480,WithoutHomologyGO_0002521,WithHomologyGO_0005575,WithHomologyGO_0030154,WithoutHomologyCL_0000548,WithoutHomologyUBERON_0000465,WithHomologyGO_0044767,WithoutHomologyGO_0048534,WithHomologyGO_0048513,WithoutHomologyGO_0008152,WithoutHomologyCL_0002092,WithoutHomologyGO_0030097,WithoutHomologyCL_0000988,WithoutHomologyGO_0009987,WithoutHomologyUBERON_0000061,WithHomologyGO_0002521,WithHomologyCL_0000003	2.44	WithoutHomologyGO_0002521	MP_0005017--HP_0001873	WithoutHomologyCL_0001035,WithoutHomologyCL_0000081,WithoutHomologyUBERON_0002405,WithoutHomologyUBERON_0002390,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0004120,WithoutHomologyGO_0005575,WithoutHomologyGO_0048869,WithoutHomologyGO_0005623,WithoutHomologyGO_0008150,WithoutHomologyCL_0000000,WithoutHomologyCL_0000003,WithoutHomologyGO_0030097,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithoutHomologyGO_0044699,WithoutHomologyGO_0048513,WithoutHomologyCL_0000255,WithoutHomologyGO_0032502,WithoutHomologyUBERON_0000061,WithoutHomologyGO_0030154,WithoutHomologyUBERON_0004177,WithoutHomologyUBERON_0000062,WithoutHomologyGO_0044763,WithoutHomologyUBERON_0001062,WithoutHomologyGO_0044767,WithoutHomologyGO_0048856,WithoutHomologyCL_0002371,WithoutHomologyUBERON_0000480,WithoutHomologyGO_0002521,WithoutHomologyGO_0048534,WithoutHomologyGO_0008152,WithoutHomologyCL_0002092,WithoutHomologyCL_0000988,WithoutHomologyGO_0009987,WithoutHomologyCL_0000548
MGI:88574	NCBI_gene:1536	0	4.66	WithoutHomologyUBERON_0009034	MP_0010792--HP_0002021	WithHomologyBFO_0000040,WithHomologyUBERON_0001062,WithoutHomologyUBERON_0009569,WithHomologyUBERON_0000916,WithoutHomologyUBERON_0000465,WithHomologyUBERON_0013522,WithoutHomologyUBERON_0000467,WithHomologyUBERON_0000467,WithoutHomologyUBERON_0000945,WithHomologyUBERON_0000480,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0004921,WithoutHomologyUBERON_0009034,WithHomologyUBERON_0013765,WithoutHomologyUBERON_0013765,WithHomologyUBERON_0000062,WithHomologyUBERON_0005409,WithoutHomologyUBERON_0000064,WithHomologyUBERON_0000064,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0000062,WithHomologyUBERON_0001007,WithHomologyUBERON_0009569,WithHomologyUBERON_0009034,WithoutHomologyUBERON_0000475,WithHomologyUBERON_0000061,WithHomologyUBERON_0000945,WithHomologyUBERON_0010000,WithoutHomologyUBERON_0005409,WithoutHomologyUBERON_0010039,WithoutHomologyUBERON_0000480,WithHomologyUBERON_0000475,WithoutHomologyUBERON_0013522,WithoutHomologyUBERON_0001007,WithoutHomologyUBERON_0000916,WithHomologyUBERON_0000465,WithHomologyUBERON_0010039,WithoutHomologyUBERON_0001062,WithHomologyUBERON_0004921	4.66	WithoutHomologyUBERON_0009034	MP_0010792--HP_0002021	WithoutHomologyUBERON_0005409,WithoutHomologyUBERON_0010039,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0013522,WithoutHomologyUBERON_0000945,WithoutHomologyUBERON_0000064,WithoutHomologyUBERON_0001007,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0000916,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0004921,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0009569,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0000475,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0009034,WithoutHomologyUBERON_0013765
MGI:88562	NCBI_gene:1509	0	3.35	WithoutHomologyGO_0007601	MP_0002001--HP_0000572	WithoutHomologyUBERON_0000033,WithHomologyUBERON_0000019,WithHomologyBFO_0000040,WithoutHomologyUBERON_0002104,WithoutHomologyUBERON_0000475,WithoutHomologyUBERON_0011676,WithoutHomologyGO_0007601,WithoutHomologyUBERON_0000019,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000467,WithHomologyUBERON_0001032,WithoutHomologyUBERON_0004121,WithHomologyUBERON_0000970,WithHomologyUBERON_0010000,WithoutHomologyGO_0050953,WithHomologyUBERON_0011676,WithoutHomologyUBERON_0010314,WithoutHomologyGO_0008150,WithoutHomologyUBERON_0010230,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithoutHomologyUBERON_0001032,WithoutHomologyBFO_0000040,WithHomologyGO_0044707,WithoutHomologyUBERON_0010000,WithHomologyUBERON_0000033,WithHomologyUBERON_0015212,WithoutHomologyGO_0044699,WithHomologyGO_0008150,WithHomologyUBERON_0010314,WithoutHomologyGO_0050877,WithHomologyUBERON_0010230,WithHomologyUBERON_0002104,WithoutHomologyUBERON_0000020,WithHomologyGO_0044699,WithoutHomologyGO_0044707,WithoutHomologyGO_0032501,WithHomologyGO_0003008,WithHomologyUBERON_0000062,WithoutHomologyUBERON_0000047,WithHomologyUBERON_0000047,WithoutHomologyUBERON_0000062,WithHomologyGO_0007601,WithHomologyGO_0050953,WithHomologyUBERON_0001062,WithHomologyGO_0032501,WithHomologyUBERON_0000061,WithHomologyGO_0050877,WithHomologyUBERON_0000467,WithHomologyGO_0007600,WithoutHomologyUBERON_0000480,WithHomologyUBERON_0000475,WithoutHomologyUBERON_0015212,WithoutHomologyGO_0007600,WithHomologyUBERON_0000020,WithoutHomologyUBERON_0001062,WithoutHomologyGO_0003008,WithoutHomologyUBERON_0000061,WithHomologyUBERON_0004121,WithoutHomologyUBERON_0000970	3.35	WithoutHomologyGO_0007601	MP_0002001--HP_0000572	WithoutHomologyUBERON_0000033,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0011676,WithoutHomologyGO_0007601,WithoutHomologyUBERON_0000019,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0004121,WithoutHomologyGO_0050953,WithoutHomologyUBERON_0010314,WithoutHomologyGO_0008150,WithoutHomologyUBERON_0010230,WithoutHomologyUBERON_0001032,WithoutHomologyUBERON_0002104,WithoutHomologyUBERON_0010000,WithoutHomologyGO_0044699,WithoutHomologyGO_0050877,WithoutHomologyUBERON_0000020,WithoutHomologyGO_0044707,WithoutHomologyGO_0032501,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0000047,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0000475,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0015212,WithoutHomologyGO_0007600,WithoutHomologyUBERON_0000465,WithoutHomologyGO_0003008,WithoutHomologyUBERON_0000970
