Gene1	Gene2	Better Similarity With Homology	Similarity With Homology	LCS With Homology	Annotation Pair leading to best match	Common subsumer set	Similarity Without Homology	LCS Without Homology	Annotation Pair leading to best match	Common subsumer set	
ZFIN:ZDB-GENE-980526-166	NCBI_gene:6469	0	4.7	WithHomologyUBERON_0002196	ZP_0004275--HP_0000830	WithHomologyBFO_0000040,WithHomologyUBERON_0002616,WithHomologyUBERON_0000073,WithHomologyUBERON_0001016,WithHomologyUBERON_0002196,WithHomologyUBERON_0000955,WithHomologyUBERON_0010000,WithHomologyUBERON_0002530,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0000481,WithHomologyUBERON_0001890,WithHomologyUBERON_0010314,WithHomologyUBERON_0000064,WithHomologyUBERON_0000062,WithHomologyUBERON_0000061,WithHomologyUBERON_0001062,WithHomologyUBERON_0003296,WithHomologyUBERON_0000467,WithHomologyUBERON_0002780,WithHomologyUBERON_0010133,WithHomologyUBERON_0001894,WithHomologyUBERON_0004121,WithHomologyUBERON_0000007,WithHomologyUBERON_0002368	4.7	WithoutHomologyUBERON_0002196	ZP_0004275--HP_0000830	WithoutHomologyUBERON_0001894,WithoutHomologyUBERON_0001890,WithoutHomologyUBERON_0000073,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0000466,WithoutHomologyUBERON_0004121,WithoutHomologyUBERON_0000015,WithoutHomologyUBERON_0001016,WithoutHomologyUBERON_0010314,WithoutHomologyGO_0008150,WithoutHomologyUBERON_0002616,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0004092,WithoutHomologyUBERON_0003296,WithoutHomologyUBERON_0002368,WithoutHomologyGO_0044699,WithoutHomologyUBERON_0010133,WithoutHomologyUBERON_0000064,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0002530,WithoutHomologyUBERON_0000007,WithoutHomologyUBERON_0000481,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0000955,WithoutHomologyUBERON_0002780,WithoutHomologyUBERON_0002196,WithoutHomologyUBERON_0001062
ZFIN:ZDB-GENE-040426-1934	NCBI_gene:1123	-1	3.25	WithHomologyUBERON_0001785	ZP_0006097--HP_0000648	WithHomologyUBERON_0000475,WithHomologyUBERON_0010000,WithHomologyUBERON_0000477,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0000062,WithHomologyUBERON_0000033,WithHomologyUBERON_0000061,WithHomologyUBERON_0001785,WithHomologyUBERON_0004121,WithHomologyUBERON_0000467,WithHomologyUBERON_0015212,WithHomologyUBERON_0001062,WithHomologyUBERON_0001021,WithHomologyUBERON_0010314,WithHomologyUBERON_0000122,WithHomologyUBERON_0011676,WithHomologyUBERON_0001016,WithHomologyUBERON_0005162,WithHomologyBFO_0000040	3.27	WithoutHomologyUBERON_0001785	ZP_0006097--HP_0000648	WithoutHomologyUBERON_0000033,WithoutHomologyUBERON_0011676,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000122,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0004121,WithoutHomologyUBERON_0000012,WithoutHomologyUBERON_0001016,WithoutHomologyUBERON_0010314,WithoutHomologyUBERON_0005162,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0000477,WithoutHomologyUBERON_0000475,WithoutHomologyUBERON_0001785,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0015212,WithoutHomologyUBERON_0001021,WithoutHomologyUBERON_0011216,WithoutHomologyUBERON_0001062
ZFIN:ZDB-GENE-020905-3	NCBI_gene:2956	-1	0	None			1.15	WithoutHomologyGO_0065007	ZP_0002678--HP_0001541	WithoutHomologyGO_0008150,WithoutHomologyGO_0065007
ZFIN:ZDB-GENE-980526-312	NCBI_gene:4487	-1	1.27	WithHomologyUBERON_0001434	ZP_0004231--HP_0001800	WithHomologyUBERON_0000475,WithHomologyUBERON_0000467,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyBFO_0000040,WithHomologyUBERON_0000061,WithHomologyUBERON_0001062,WithHomologyUBERON_0001434,WithHomologyUBERON_0010000	1.82	WithoutHomologyUBERON_0000026	ZP_0009728--HP_0001800	WithoutHomologyUBERON_0000026,WithoutHomologyUBERON_0000061,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000475,WithoutHomologyUBERON_0000465
ZFIN:ZDB-GENE-020509-1	NCBI_gene:284086	-1	2.19	WithHomologyUBERON_0001008	ZP_0002576--HP_0011035	WithHomologyUBERON_0000467,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0000061,WithHomologyUBERON_0001062,WithHomologyUBERON_0001008	3.85	WithoutHomologyUBERON_0001225	ZP_0002516--HP_0000803	WithoutHomologyUBERON_0003103,WithoutHomologyUBERON_0005172,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0015212,WithoutHomologyUBERON_0005177,WithoutHomologyUBERON_0001008,WithoutHomologyUBERON_0002113,WithoutHomologyUBERON_0000489,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0001225,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0011143,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000477,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0000064,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0001851,WithoutHomologyUBERON_0005173
ZFIN:ZDB-GENE-040426-1366	NCBI_gene:83706	-1	1.49	WithHomologyUBERON_0000055	ZP_0005886--HP_0001743	WithHomologyUBERON_0000055,WithHomologyUBERON_0000467,WithHomologyUBERON_0000477,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0001981,WithHomologyUBERON_0000061,WithHomologyUBERON_0004120,WithHomologyUBERON_0004535,WithHomologyUBERON_0001062,WithHomologyUBERON_0004111,WithHomologyBFO_0000040	2.98	WithoutHomologyGO_0008015	ZP_0000335--HP_0000967	WithoutHomologyUBERON_0000480,WithoutHomologyGO_0008150,WithoutHomologyGO_0044707,WithoutHomologyUBERON_0004535,WithoutHomologyGO_0032501,WithoutHomologyGO_0008015,WithoutHomologyUBERON_0000061,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0001062,WithoutHomologyGO_0044699,WithoutHomologyGO_0003013,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0000465,WithoutHomologyGO_0003008
ZFIN:ZDB-GENE-030131-2168	NCBI_gene:344	-1	0.17	WithHomologyBFO_0000040	ZP_0000102--HP_0000660	WithHomologyUBERON_0000465,WithHomologyUBERON_0000061,WithHomologyBFO_0000040,WithHomologyUBERON_0001062	0.23	WithoutHomologyGO_0008150	ZP_0000102--HP_0001939	WithoutHomologyGO_0008150
ZFIN:ZDB-GENE-091204-117	NCBI_gene:27031	0	4.51	WithHomologyUBERON_0002422	ZP_0003200--HP_0001305	WithHomologyBFO_0000040,WithHomologyUBERON_0002616,WithHomologyUBERON_0000073,WithHomologyUBERON_0001016,WithHomologyUBERON_0000955,WithHomologyUBERON_0010000,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0000481,WithHomologyUBERON_0002028,WithHomologyUBERON_0000467,WithHomologyUBERON_0000033,WithHomologyUBERON_0010314,WithHomologyUBERON_0011676,WithHomologyUBERON_0004086,WithHomologyUBERON_0000064,WithHomologyUBERON_0003947,WithHomologyUBERON_0000062,WithHomologyUBERON_0000061,WithHomologyUBERON_0001062,WithHomologyUBERON_0005358,WithHomologyUBERON_0000475,WithHomologyUBERON_0004121,WithHomologyUBERON_0002422	4.51	WithoutHomologyUBERON_0002422	ZP_0003200--HP_0001305	WithoutHomologyUBERON_0000033,WithoutHomologyUBERON_0011676,WithoutHomologyUBERON_0000073,WithoutHomologyUBERON_0002422,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0004086,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0004121,WithoutHomologyUBERON_0001016,WithoutHomologyUBERON_0010314,WithoutHomologyUBERON_0002616,WithoutHomologyUBERON_0002028,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0000064,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0000475,WithoutHomologyUBERON_0003947,WithoutHomologyUBERON_0000955,WithoutHomologyUBERON_0000481,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0005358,WithoutHomologyUBERON_0000465
ZFIN:ZDB-GENE-050417-109	NCBI_gene:5071	-1	1.85	WithHomologyUBERON_0005090	ZP_0007593--HP_0001332	WithHomologyBFO_0000040,WithHomologyUBERON_0000465,WithHomologyUBERON_0000062,WithHomologyUBERON_0000061,WithHomologyUBERON_0005090,WithHomologyUBERON_0001062,WithHomologyUBERON_0001630,WithHomologyUBERON_0010000	2.12	WithoutHomologyCL_0002319	ZP_0001214--HP_0100705	WithoutHomologyCL_0000255,WithoutHomologyGO_0005623,WithoutHomologyCL_0002371,WithoutHomologyCL_0000000,WithoutHomologyCL_0000003,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0000465,WithoutHomologyCL_0002319,WithoutHomologyUBERON_0004121,WithoutHomologyUBERON_0001062,WithoutHomologyCL_0000548,WithoutHomologyGO_0005575
ZFIN:ZDB-GENE-070508-4	NCBI_gene:2539	-1	1.95	WithHomologyUBERON_0005172	ZP_0002512--HP_0001396	WithHomologyUBERON_0000467,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0000062,WithHomologyUBERON_0000061,WithHomologyUBERON_0005173,WithHomologyUBERON_0005172,WithHomologyUBERON_0005177,WithHomologyUBERON_0001062,WithHomologyUBERON_0010000	2.86	WithoutHomologyCL_0000232	ZP_0000396--HP_0004814	WithoutHomologyCL_0001035,WithoutHomologyCL_0000081,WithoutHomologyCL_0000329,WithoutHomologyUBERON_0002405,WithoutHomologyUBERON_0002390,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0004120,WithoutHomologyGO_0005575,WithoutHomologyGO_0048869,WithoutHomologyCL_0000232,WithoutHomologyGO_0005623,WithoutHomologyGO_0008150,WithoutHomologyCL_0000000,WithoutHomologyCL_0000003,WithoutHomologyGO_0030097,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithoutHomologyGO_0044699,WithoutHomologyCL_0000764,WithoutHomologyGO_0048513,WithoutHomologyCL_0000763,WithoutHomologyCL_0000255,WithoutHomologyGO_0032502,WithoutHomologyUBERON_0004177,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0000062,WithoutHomologyGO_0044763,WithoutHomologyUBERON_0001062,WithoutHomologyCL_0000988,WithoutHomologyGO_0048856,WithoutHomologyCL_0002371,WithoutHomologyUBERON_0000480,WithoutHomologyGO_0048534,WithoutHomologyGO_0048468,WithoutHomologyCL_0002092,WithoutHomologyGO_0044767,WithoutHomologyGO_0009987,WithoutHomologyCL_0000548
ZFIN:ZDB-GENE-070922-1	NCBI_gene:1950	-1	0.84	WithHomologyUBERON_0004535	ZP_0005281--HP_0002917	WithHomologyBFO_0000040,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0000061,WithHomologyUBERON_0004535,WithHomologyUBERON_0001062,WithHomologyUBERON_0000467	1.5	WithoutHomologyGO_0003008	ZP_0005281--HP_0002342	WithoutHomologyUBERON_0000480,WithoutHomologyGO_0008150,WithoutHomologyGO_0044699,WithoutHomologyGO_0044707,WithoutHomologyGO_0032501,WithoutHomologyUBERON_0000061,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0000465,WithoutHomologyGO_0003008
ZFIN:ZDB-GENE-030131-1229	NCBI_gene:72	-1	2.81	WithHomologyUBERON_0000160	ZP_0003163--HP_0004362	WithHomologyBFO_0000040,WithHomologyUBERON_0010000,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0000064,WithHomologyUBERON_0000160,WithHomologyUBERON_0000061,WithHomologyUBERON_0000479,WithHomologyUBERON_0001007,WithHomologyUBERON_0013522,WithHomologyUBERON_0001062,WithHomologyUBERON_0004921,WithHomologyUBERON_0000467	2.85	WithoutHomologyUBERON_0000160	ZP_0003163--HP_0004362	WithoutHomologyUBERON_0000160,WithoutHomologyUBERON_0005409,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0013522,WithoutHomologyUBERON_0001007,WithoutHomologyUBERON_0000064,WithoutHomologyUBERON_0000916,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0004921,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0009569,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0000475,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000479,WithoutHomologyUBERON_0000061
ZFIN:ZDB-GENE-030131-7190	NCBI_gene:4204	-1	0	None			3.2	WithoutHomologyGO_0009605	ZP_0002212--HP_0001347	WithoutHomologyGO_0050896,WithoutHomologyGO_0008150,WithoutHomologyGO_0009605
ZFIN:ZDB-GENE-040629-3	NCBI_gene:860	-1	1.27	WithHomologyUBERON_0001434	ZP_0000551--HP_0005918	WithHomologyUBERON_0000475,WithHomologyUBERON_0000467,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0000061,WithHomologyUBERON_0001062,WithHomologyUBERON_0001434,WithHomologyUBERON_0010000,WithHomologyBFO_0000040	1.8	WithoutHomologyUBERON_0000075	ZP_0000551--HP_0002738	WithoutHomologyUBERON_0000033,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0001434,WithoutHomologyUBERON_0000075,WithoutHomologyUBERON_0011676,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000477,WithoutHomologyUBERON_0011216,WithoutHomologyUBERON_0000475,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000061,WithoutHomologyBFO_0000040
ZFIN:ZDB-GENE-051102-1	NCBI_gene:4868	-1	2.19	WithHomologyUBERON_0001008	ZP_0003234--HP_0000093	WithHomologyUBERON_0000467,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0000061,WithHomologyUBERON_0001062,WithHomologyUBERON_0001008	2.43	WithoutHomologyUBERON_0002113	ZP_0003234--HP_0000091	WithoutHomologyUBERON_0003103,WithoutHomologyUBERON_0005172,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0015212,WithoutHomologyUBERON_0005177,WithoutHomologyUBERON_0001008,WithoutHomologyUBERON_0002113,WithoutHomologyUBERON_0000489,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0011143,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000477,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0005173
ZFIN:ZDB-GENE-051102-2	NCBI_gene:7827	-1	2.19	WithHomologyUBERON_0001008	ZP_0003234--HP_0012622	WithHomologyUBERON_0000467,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0000061,WithHomologyUBERON_0001062,WithHomologyUBERON_0001008	2.43	WithoutHomologyUBERON_0002113	ZP_0003234--HP_0012622	WithoutHomologyUBERON_0003103,WithoutHomologyUBERON_0005172,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0015212,WithoutHomologyUBERON_0005177,WithoutHomologyUBERON_0001008,WithoutHomologyUBERON_0002113,WithoutHomologyUBERON_0000489,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0011143,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000477,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0005173
ZFIN:ZDB-GENE-020220-1	NCBI_gene:351	-1	2.92	WithHomologyUBERON_0007798	ZP_0002187--HP_0004938	WithHomologyUBERON_0000055,WithHomologyUBERON_0010000,WithHomologyUBERON_0000477,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0007798,WithHomologyBFO_0000040,WithHomologyUBERON_0001981,WithHomologyUBERON_0000062,WithHomologyUBERON_0000061,WithHomologyUBERON_0004121,WithHomologyUBERON_0004120,WithHomologyUBERON_0004535,WithHomologyUBERON_0001062,WithHomologyUBERON_0000955,WithHomologyUBERON_0001016,WithHomologyUBERON_0004111,WithHomologyUBERON_0000467	3.19	WithoutHomologyUBERON_0006876	ZP_0002187--HP_0004938	WithoutHomologyUBERON_0004111,WithoutHomologyUBERON_0000055,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0000955,WithoutHomologyUBERON_0006876,WithoutHomologyUBERON_0004535,WithoutHomologyUBERON_0001016,WithoutHomologyUBERON_0001981,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0002049,WithoutHomologyUBERON_0000477,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0004121,WithoutHomologyUBERON_0004120,WithoutHomologyUBERON_0000465
ZFIN:ZDB-GENE-030131-695	NCBI_gene:4640	-1	0.17	WithHomologyBFO_0000040	ZP_0004329--HP_0000365	WithHomologyUBERON_0000465,WithHomologyUBERON_0000061,WithHomologyBFO_0000040,WithHomologyUBERON_0001062	0.91	WithoutHomologyGO_0044707	ZP_0004329--HP_0000365	WithoutHomologyGO_0008150,WithoutHomologyGO_0044707,WithoutHomologyGO_0032501,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0001062,WithoutHomologyGO_0044699,WithoutHomologyUBERON_0000465
ZFIN:ZDB-GENE-980526-260	NCBI_gene:2624	-1	2.92	WithHomologyUBERON_0007798	ZP_0000456--HP_0002170	WithHomologyUBERON_0000055,WithHomologyUBERON_0000467,WithHomologyUBERON_0000477,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0007798,WithHomologyUBERON_0001981,WithHomologyUBERON_0000061,WithHomologyUBERON_0004120,WithHomologyUBERON_0004535,WithHomologyUBERON_0001062,WithHomologyUBERON_0004111,WithHomologyBFO_0000040	2.98	WithoutHomologyGO_0008015	ZP_0009709--HP_0002170	WithoutHomologyUBERON_0000480,WithoutHomologyGO_0008150,WithoutHomologyGO_0044707,WithoutHomologyUBERON_0004535,WithoutHomologyGO_0032501,WithoutHomologyGO_0008015,WithoutHomologyUBERON_0000061,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0001062,WithoutHomologyGO_0044699,WithoutHomologyGO_0003013,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0000465,WithoutHomologyGO_0003008
ZFIN:ZDB-GENE-041212-9	NCBI_gene:11020	-1	2.19	WithHomologyUBERON_0001008	ZP_0002044--HP_0012211	WithHomologyUBERON_0000467,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0000061,WithHomologyUBERON_0001062,WithHomologyUBERON_0001008	2.43	WithoutHomologyUBERON_0002113	ZP_0002044--HP_0012211	WithoutHomologyUBERON_0003103,WithoutHomologyUBERON_0005172,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0015212,WithoutHomologyUBERON_0005177,WithoutHomologyUBERON_0001008,WithoutHomologyUBERON_0002113,WithoutHomologyUBERON_0000489,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0011143,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000477,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0005173
ZFIN:ZDB-GENE-040219-3	NCBI_gene:4615	-1	0	None			2.37	WithoutHomologyGO_0002376	ZP_0005699--HP_0010701	WithoutHomologyGO_0002376,WithoutHomologyGO_0008150
ZFIN:ZDB-GENE-040718-10	NCBI_gene:5358	-1	0.17	WithHomologyUBERON_0000467	ZP_0006667--HP_0003330	WithHomologyUBERON_0000480,WithHomologyUBERON_0000061,WithHomologyUBERON_0000465,WithHomologyUBERON_0000467,WithHomologyUBERON_0001062	0.37	WithoutHomologyUBERON_0000062	ZP_0006667--HP_0003330	WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0000465
ZFIN:ZDB-GENE-081105-44	NCBI_gene:9927	-1	2.96	WithHomologyUBERON_0001134	ZP_0009226--HP_0003693	WithHomologyBFO_0000040,WithHomologyUBERON_0000465,WithHomologyUBERON_0000479,WithHomologyUBERON_0001062,WithHomologyUBERON_0000062,WithHomologyUBERON_0000061,WithHomologyUBERON_0005090,WithHomologyUBERON_0004120,WithHomologyUBERON_0002385,WithHomologyUBERON_0001134,WithHomologyUBERON_0001630,WithHomologyUBERON_0002036,WithHomologyUBERON_0010000	3.83	WithoutHomologyGO_0030424	ZP_0003660--HP_0003378	WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0000465,WithoutHomologyCL_0002319,WithoutHomologyGO_0044464,WithoutHomologyUBERON_0004121,WithoutHomologyGO_0005575,WithoutHomologyUBERON_0001016,WithoutHomologyGO_0005623,WithoutHomologyCL_0000000,WithoutHomologyCL_0000003,WithoutHomologyBFO_0000040,WithoutHomologyGO_0043005,WithoutHomologyCL_0000255,WithoutHomologyGO_0030424,WithoutHomologyCL_0000211,WithoutHomologyUBERON_0000061,WithoutHomologyCL_0002371,WithoutHomologyUBERON_0000480,WithoutHomologyCL_0000404,WithoutHomologyCL_0000393,WithoutHomologyCL_0000540,WithoutHomologyGO_0042995,WithoutHomologyUBERON_0001062,WithoutHomologyCL_0000548,WithoutHomologyGO_0097458
ZFIN:ZDB-GENE-040426-702	NCBI_gene:488	1	2.75	WithHomologyUBERON_0006914	ZP_0000038--HP_0008410	WithHomologyUBERON_0000119,WithHomologyUBERON_0010000,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0006914,WithHomologyUBERON_0000064,WithHomologyUBERON_0000483,WithHomologyUBERON_0000062,WithHomologyUBERON_0000061,WithHomologyUBERON_0000479,WithHomologyBFO_0000040,WithHomologyUBERON_0001062,WithHomologyUBERON_0000467	2.65	WithoutHomologyUBERON_0006914	ZP_0000038--HP_0008410	WithoutHomologyUBERON_0000483,WithoutHomologyUBERON_0000119,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0000064,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0004923,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0006914,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000479,WithoutHomologyUBERON_0000061
ZFIN:ZDB-GENE-060428-1	NCBI_gene:22954	-1	0	None			0.78	WithoutHomologyGO_0032502	ZP_0004941--HP_0001263	WithoutHomologyGO_0032502,WithoutHomologyGO_0008150
ZFIN:ZDB-GENE-000427-7	NCBI_gene:57057	-1	1.85	WithHomologyUBERON_0007100	ZP_0000454--HP_0001631	WithHomologyBFO_0000040,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0000062,WithHomologyUBERON_0007100,WithHomologyUBERON_0000061,WithHomologyUBERON_0000948,WithHomologyUBERON_0003103,WithHomologyUBERON_0005177,WithHomologyUBERON_0004535,WithHomologyUBERON_0015228,WithHomologyUBERON_0001062,WithHomologyUBERON_0000467,WithHomologyUBERON_0010314,WithHomologyUBERON_0004120,WithHomologyUBERON_0010000,WithHomologyUBERON_0005181	1.86	WithoutHomologyUBERON_0000948	ZP_0000454--HP_0001631	WithoutHomologyUBERON_0003103,WithoutHomologyUBERON_0010314,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0015228,WithoutHomologyUBERON_0004535,WithoutHomologyUBERON_0005177,WithoutHomologyUBERON_0005181,WithoutHomologyUBERON_0000948,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0007100,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0004120,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0000061
ZFIN:ZDB-GENE-040930-4	NCBI_gene:51082	1	2.53	WithHomologyUBERON_0000025	ZP_0000570--HP_0002575	WithHomologyUBERON_0000477,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0000025,WithHomologyUBERON_0000061,WithHomologyUBERON_0001062,WithHomologyUBERON_0004111	2.38	WithoutHomologyUBERON_0005057	ZP_0000571--HP_0000777	WithoutHomologyUBERON_0005057,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0004119,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0002368,WithoutHomologyUBERON_0000465,WithoutHomologyUBERON_0002530,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0001062
ZFIN:ZDB-GENE-040930-8	NCBI_gene:56683	-1	2.02	WithHomologyUBERON_0000489	ZP_0000319--HP_0002088	WithHomologyUBERON_0000489,WithHomologyUBERON_0000467,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0000062,WithHomologyUBERON_0000061,WithHomologyUBERON_0003103,WithHomologyUBERON_0001062,WithHomologyUBERON_0010000	3.77	WithoutHomologyGO_0005929	ZP_0006986--HP_0200073	WithoutHomologyGO_0043226,WithoutHomologyBFO_0000040,WithoutHomologyGO_0005929,WithoutHomologyGO_0042995,WithoutHomologyGO_0044464,WithoutHomologyGO_0005575
ZFIN:ZDB-GENE-030131-8369	NCBI_gene:226	1	2.02	WithHomologyUBERON_0000489	ZP_0000100--HP_0012438	WithHomologyUBERON_0000489,WithHomologyBFO_0000040,WithHomologyUBERON_0000465,WithHomologyUBERON_0000480,WithHomologyUBERON_0000062,WithHomologyUBERON_0000061,WithHomologyUBERON_0000467,WithHomologyUBERON_0003103,WithHomologyUBERON_0001062,WithHomologyUBERON_0010000	1.53	WithoutHomologyUBERON_0000489	ZP_0000100--HP_0012438	WithoutHomologyUBERON_0003103,WithoutHomologyUBERON_0000480,WithoutHomologyUBERON_0000061,WithoutHomologyUBERON_0000489,WithoutHomologyBFO_0000040,WithoutHomologyUBERON_0010000,WithoutHomologyUBERON_0000062,WithoutHomologyUBERON_0001062,WithoutHomologyUBERON_0000467,WithoutHomologyUBERON_0000475,WithoutHomologyUBERON_0000465
